granularity,time_frame,day_index,ad_score,true_label,category
10,TF_0,0,9.562470222590491e-05,0,FF_Normal
10,TF_0,1,0.0001895368768600747,0,FF_Normal
10,TF_0,2,5.5736647482262924e-05,0,FF_Normal
10,TF_0,3,0.0001465461973566562,0,FF_Normal
10,TF_0,4,9.77643794612959e-05,0,FF_Normal
10,TF_0,5,5.771001451648772e-05,0,FF_Normal
10,TF_0,6,0.00018361749243922532,0,FF_Normal
10,TF_0,7,0.0015717248897999525,1,FF_Anom
10,TF_0,8,0.0013314357493072748,1,FF_Anom
10,TF_0,9,0.004245729185640812,1,FF_Anom
10,TF_0,10,0.0001116142375394702,1,FF_Anom
10,TF_0,11,0.01018137764185667,1,FF_Anom
10,TF_0,12,0.0013383928453549743,1,FF_Anom
10,TF_0,13,0.002168435137718916,1,FF_Anom
10,TF_0,14,0.0001560795062687248,0,FA_Normal
10,TF_0,15,5.485124347615056e-05,0,FA_Normal
10,TF_0,16,4.860433909925632e-05,0,FA_Normal
10,TF_0,17,0.000130666492623277,0,FA_Normal
10,TF_0,18,3.777652818826027e-05,0,FA_Normal
10,TF_0,19,0.00012494696420617402,0,FA_Normal
10,TF_0,20,0.00013761887385044247,0,FA_Normal
10,TF_0,21,0.0003233583702240139,1,FA_Anom
10,TF_0,22,0.00032642041333019733,1,FA_Anom
10,TF_0,23,0.0007243143045343459,1,FA_Anom
10,TF_0,24,6.758246308891103e-05,1,FA_Anom
10,TF_0,25,0.00016330365906469524,1,FA_Anom
10,TF_0,26,0.00010302567534381524,1,FA_Anom
10,TF_0,27,0.00024244665110018104,1,FA_Anom
10,TF_0,28,0.000651376903988421,0,Raw_sensor_0_Normal
10,TF_0,29,0.0008218151051551104,0,Raw_sensor_0_Normal
10,TF_0,30,0.0006041965680196881,0,Raw_sensor_0_Normal
10,TF_0,31,0.0001587724545970559,0,Raw_sensor_0_Normal
10,TF_0,32,0.0007486639078706503,0,Raw_sensor_0_Normal
10,TF_0,33,0.0009268162539228797,0,Raw_sensor_0_Normal
10,TF_0,34,0.0009127826779149473,0,Raw_sensor_0_Normal
10,TF_0,35,0.0006876658881083131,1,Raw_sensor_0_Anom
10,TF_0,36,0.0011079919058829546,1,Raw_sensor_0_Anom
10,TF_0,37,0.006001352332532406,1,Raw_sensor_0_Anom
10,TF_0,38,9.486207272857428e-05,1,Raw_sensor_0_Anom
10,TF_0,39,0.0010175217175856233,1,Raw_sensor_0_Anom
10,TF_0,40,0.0008013372425921261,1,Raw_sensor_0_Anom
10,TF_0,41,0.0009107536752708256,1,Raw_sensor_0_Anom
10,TF_0,42,1.2667321243498009e-05,0,Raw_sensor_1_Normal
10,TF_0,43,1.2667320334003307e-05,0,Raw_sensor_1_Normal
10,TF_0,44,1.2667321243498009e-05,0,Raw_sensor_1_Normal
10,TF_0,45,1.2667320334003307e-05,0,Raw_sensor_1_Normal
10,TF_0,46,1.2667321243498009e-05,0,Raw_sensor_1_Normal
10,TF_0,47,1.2667321243498009e-05,0,Raw_sensor_1_Normal
10,TF_0,48,1.2667321243498009e-05,0,Raw_sensor_1_Normal
10,TF_0,49,1.2480092664191034e-05,1,Raw_sensor_1_Anom
10,TF_0,50,1.2667321243498009e-05,1,Raw_sensor_1_Anom
10,TF_0,51,1.2667321243498009e-05,1,Raw_sensor_1_Anom
10,TF_0,52,1.2667321243498009e-05,1,Raw_sensor_1_Anom
10,TF_0,53,1.2667321243498009e-05,1,Raw_sensor_1_Anom
