Dataset,Granularity,AUC,F1,Precision,Recall,Accuracy,Best_Threshold,Total Days,Normal,Anom
Fault Free,10,0.8090277777777778,0.7070707070707071,0.6862745098039216,0.7291666666666666,0.7583333333333333,0.00024032480723690242,120,72,48
Fault Free,2.5,0.7637207425343018,0.6428571428571429,0.5625,0.75,0.6976241900647948,0.00041774215060286224,463,295,168
Fault Free,20,0.7740240240240239,0.6181818181818182,0.4594594594594595,0.9444444444444444,0.6181818181818182,7.34624991309829e-05,55,37,18
Fault Free,25,0.8978494623655915,0.8571428571428571,0.9230769230769231,0.8,0.9130434782608695,0.0002586120390333235,46,31,15
Fault Free,5,0.8241682974559688,0.7403846153846154,0.7475728155339806,0.7333333333333333,0.7848605577689243,0.00039447727613151073,251,146,105
Fault Free,50,0.8222222222222222,0.7368421052631579,0.7,0.7777777777777778,0.7916666666666666,0.00020139907428529114,24,15,9
Faulty (F+A),10,0.6235532407407407,0.594059405940594,0.5660377358490566,0.625,0.6583333333333333,0.0002115585666615516,120,72,48
Faulty (F+A),2.5,0.6496368038740921,0.5620915032679739,0.44329896907216493,0.7678571428571429,0.5658747300215983,0.00023288794909603894,463,295,168
Faulty (F+A),20,0.6073573573573573,0.5230769230769231,0.3617021276595745,0.9444444444444444,0.43636363636363634,3.703045513248071e-05,55,37,18
Faulty (F+A),25,0.7817204301075269,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8260869565217391,0.00013155276246834546,46,31,15
Faulty (F+A),5,0.6475864318330071,0.607773851590106,0.48314606741573035,0.819047619047619,0.5577689243027888,0.00012187779793748632,251,146,105
Faulty (F+A),50,0.711111111111111,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.6666666666666666,5.2715069614350796e-05,24,15,9
Sensor 1,10,0.7138310185185185,0.6346153846153846,0.5892857142857143,0.6875,0.6833333333333333,0.0006802443531341851,120,72,48
Sensor 1,2.5,0.5745863599677159,0.5418060200668896,0.3767441860465116,0.9642857142857143,0.408207343412527,0.00018643710063770413,463,295,168
Sensor 1,20,0.5968468468468469,0.5230769230769231,0.3617021276595745,0.9444444444444444,0.43636363636363634,0.00012137517478549853,55,37,18
Sensor 1,25,0.732258064516129,0.6382978723404256,0.46875,1.0,0.6304347826086957,0.00013456915621645749,46,31,15
Sensor 1,5,0.6287345075016307,0.5925925925925926,0.4583333333333333,0.8380952380952381,0.5179282868525896,0.00039828396984376013,251,146,105
Sensor 1,50,0.7555555555555555,0.7058823529411765,0.75,0.6666666666666666,0.7916666666666666,0.0002727109822444618,24,15,9
Sensor 2,10,0.6508969907407407,0.6101694915254238,0.5142857142857142,0.75,0.6166666666666667,0.00021687148546334356,120,72,48
Sensor 2,2.5,0.5056194511702987,0.5335515548281505,0.36794582392776526,0.9702380952380952,0.38444924406047515,4.767317295772955e-05,463,295,168
Sensor 2,20,0.6156156156156156,0.5185185185185185,0.3888888888888889,0.7777777777777778,0.5272727272727272,1.2875060747319367e-05,55,37,18
Sensor 2,25,0.5483870967741935,0.5098039215686274,0.3611111111111111,0.8666666666666667,0.45652173913043476,5.210742074268637e-06,46,31,15
Sensor 2,5,0.5358773646444879,0.6011560693641619,0.4315352697095436,0.9904761904761905,0.450199203187251,2.7046207833336666e-05,251,146,105
Sensor 2,50,0.6185185185185185,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,3.7375816646090243e-06,24,15,9
Sensor 3,10,0.6111111111111112,0.5769230769230769,0.5357142857142857,0.625,0.6333333333333333,0.0011143051087856293,120,72,48
Sensor 3,2.5,0.5678974979822438,0.5457627118644067,0.3815165876777251,0.9583333333333334,0.42116630669546434,0.00028826468042097986,463,295,168
Sensor 3,20,0.5878378378378378,0.5538461538461539,0.3829787234042553,1.0,0.4727272727272727,0.00013935125025454909,55,37,18
Sensor 3,25,0.6333333333333333,0.5882352941176471,0.4166666666666667,1.0,0.5434782608695652,0.00018328522855881602,46,31,15
Sensor 3,5,0.6504566210045664,0.6172839506172839,0.45662100456621,0.9523809523809523,0.5059760956175299,0.00039934873348101974,251,146,105
Sensor 3,50,0.7703703703703704,0.6956521739130435,0.5714285714285714,0.8888888888888888,0.7083333333333334,0.0003599861520342529,24,15,9
Sensor 4,10,0.6137152777777777,0.5949367088607594,0.42727272727272725,0.9791666666666666,0.4666666666666667,0.000148721897858195,120,72,48
Sensor 4,2.5,0.5473264729620662,0.5342019543973942,0.36771300448430494,0.9761904761904762,0.38228941684665224,0.00015546490612905473,463,295,168
Sensor 4,20,0.6741741741741741,0.6222222222222222,0.5185185185185185,0.7777777777777778,0.6909090909090909,0.00021524411567952484,55,37,18
Sensor 4,25,0.6612903225806452,0.6190476190476191,0.48148148148148145,0.8666666666666667,0.6521739130434783,0.00012153864372521639,46,31,15
Sensor 4,5,0.5868558382257012,0.5915492957746479,0.42,1.0,0.42231075697211157,2.5715817173477262e-05,251,146,105
Sensor 4,50,0.7481481481481481,0.6666666666666666,0.5833333333333334,0.7777777777777778,0.7083333333333334,9.597279131412506e-05,24,15,9
