timestamp,cal_pm25_fa
1606143600,35.91754
1606143601,35.91754
1606143602,35.91754
1606143603,35.91754
1606143604,35.91754
1606143605,35.91754
1606143606,35.91754
1606143607,35.91754
1606143608,35.91754
1606143609,35.89159
1606143610,35.89159
1606143611,35.89159
1606143612,36.762264
1606143613,36.762264
1606143614,37.14097
1606143615,37.14097
1606143616,37.14097
1606143617,37.30417
1606143618,37.849228
1606143619,37.578644
1606143620,37.578644
1606143621,37.578644
1606143622,37.578644
1606143623,37.30417
1606143624,37.30417
1606143625,37.14097
1606143626,37.14097
1606143627,36.762264
1606143628,36.762264
1606143629,36.762264
1606143630,36.762264
1606143631,35.89159
1606143632,36.762264
1606143633,37.14097
1606143634,36.762264
1606143635,36.762264
1606143636,35.89159
1606143637,36.762264
1606143638,36.762264
1606143639,36.762264
1606143640,35.89159
1606143641,36.762264
1606143642,35.89159
1606143643,37.14097
1606143644,37.14097
1606143645,37.14097
1606143646,36.762264
1606143647,36.762264
1606143648,36.762264
1606143649,37.14097
1606143650,36.762264
1606143651,36.762264
1606143652,35.89159
1606143653,35.89159
1606143654,35.91754
1606143655,35.91754
1606143656,34.36162
1606143657,34.36162
1606143658,35.91754
1606143659,35.89159
1606143660,35.89159
1606143661,35.89159
1606143662,35.91754
1606143663,36.762264
1606143664,37.30417
1606143665,37.14097
1606143666,37.30417
1606143667,37.30417
1606143668,37.30417
1606143669,37.30417
1606143670,37.30417
1606143671,37.30417
1606143672,37.30417
1606143673,37.30417
1606143674,37.30417
1606143675,37.578644
1606143676,37.30417
1606143677,37.30417
1606143678,37.14097
1606143679,37.14097
1606143680,37.14097
1606143681,37.14097
1606143682,37.14097
1606143683,36.762264
1606143684,35.89159
1606143685,35.91754
1606143686,34.36162
1606143687,34.36162
1606143688,35.91754
1606143689,35.91754
1606143690,35.91754
1606143691,35.89159
1606143692,37.14097
1606143693,37.30417
1606143694,37.578644
1606143695,37.578644
1606143696,37.849228
1606143697,38.098495
1606143698,38.152294
1606143699,38.152294
1606143700,38.152294
1606143701,38.152294
1606143702,37.646156
1606143703,38.152294
1606143704,38.152294
1606143705,38.098495
1606143706,38.098495
1606143707,38.098495
1606143708,38.098495
1606143709,38.098495
1606143710,38.098495
1606143711,38.098495
1606143712,38.098495
1606143713,38.098495
1606143714,37.849228
1606143715,37.849228
1606143716,37.578644
1606143717,37.578644
1606143718,37.30417
1606143719,37.14097
1606143720,37.14097
1606143721,36.762264
1606143722,35.89159
1606143723,35.89159
1606143724,35.91754
1606143725,35.91754
1606143726,34.36162
1606143727,34.36162
1606143728,35.91754
1606143729,35.91754
1606143730,35.91754
1606143731,35.89159
1606143732,35.89159
1606143733,35.89159
1606143734,35.89159
1606143735,35.89159
1606143736,35.89159
1606143737,37.14097
1606143738,36.762264
1606143739,36.762264
1606143740,37.14097
1606143741,37.14097
1606143742,37.30417
1606143743,37.578644
1606143744,37.578644
1606143745,37.578644
1606143746,37.578644
1606143747,37.30417
1606143748,37.30417
1606143749,37.849228
1606143750,37.849228
1606143751,37.578644
1606143752,37.578644
1606143753,37.30417
1606143754,37.30417
1606143755,37.30417
1606143756,37.30417
1606143757,37.14097
1606143758,37.14097
1606143759,37.14097
1606143760,37.30417
1606143761,36.762264
1606143762,36.762264
1606143763,36.762264
1606143764,36.762264
1606143765,35.89159
1606143766,36.762264
1606143767,36.762264
1606143768,36.762264
1606143769,35.89159
1606143770,35.91754
1606143771,35.91754
1606143772,35.91754
1606143773,35.91754
1606143774,35.89159
1606143775,35.91754
1606143776,35.91754
1606143777,35.91754
1606143778,35.89159
1606143779,35.89159
1606143780,36.762264
1606143781,37.14097
1606143782,37.30417
1606143783,37.849228
1606143784,38.098495
1606143785,38.098495
1606143786,38.098495
1606143787,37.82269
1606143788,38.152294
1606143789,37.646156
1606143790,37.646156
1606143791,37.82269
1606143792,37.82269
1606143793,37.82269
1606143794,37.646156
1606143795,37.646156
1606143796,37.646156
1606143797,37.82269
1606143798,37.82269
1606143799,37.82269
1606143800,37.82269
1606143801,38.098495
1606143802,38.098495
1606143803,37.849228
1606143804,37.30417
1606143805,37.30417
1606143806,37.30417
1606143807,37.14097
1606143808,37.14097
1606143809,36.762264
1606143810,35.89159
1606143811,35.89159
1606143812,35.89159
1606143813,35.89159
1606143814,36.762264
1606143815,36.762264
1606143816,37.14097
1606143817,37.30417
1606143818,37.30417
1606143819,37.578644
1606143820,37.849228
1606143821,37.578644
1606143822,37.578644
1606143823,37.30417
1606143824,37.578644
1606143825,37.14097
1606143826,36.762264
1606143827,35.89159
1606143828,36.762264
1606143829,35.89159
1606143830,35.89159
1606143831,35.91754
1606143832,36.762264
1606143833,35.89159
1606143834,36.762264
1606143835,36.762264
1606143836,37.14097
1606143837,37.30417
1606143838,37.578644
1606143839,37.849228
1606143840,38.098495
1606143841,37.849228
1606143842,38.152294
1606143843,37.82269
1606143844,37.646156
1606143845,37.646156
1606143846,37.646156
1606143847,37.82269
1606143848,37.646156
1606143849,37.646156
1606143850,37.646156
1606143851,37.82269
1606143852,38.152294
1606143853,38.152294
1606143854,38.152294
1606143855,38.152294
1606143856,38.152294
1606143857,38.152294
1606143858,37.82269
1606143859,38.152294
1606143860,38.098495
1606143861,38.152294
1606143862,38.152294
1606143863,38.098495
1606143864,38.098495
1606143865,38.098495
1606143866,37.849228
1606143867,37.578644
1606143868,37.578644
1606143869,37.849228
1606143870,37.30417
1606143871,37.30417
1606143872,37.14097
1606143873,37.14097
1606143874,37.14097
1606143875,35.89159
1606143876,35.91754
1606143877,35.91754
1606143878,35.91754
1606143879,35.89159
1606143880,35.89159
1606143881,35.89159
1606143882,36.762264
1606143883,35.89159
1606143884,36.762264
1606143885,37.14097
1606143886,35.89159
1606143887,37.14097
1606143888,37.14097
1606143889,37.30417
1606143890,37.578644
1606143891,37.578644
1606143892,37.849228
1606143893,37.849228
1606143894,38.098495
1606143895,38.152294
1606143896,38.152294
1606143897,38.152294
1606143898,37.82269
