timestamp,pm25_0,pm25_1,pm25_2,pm25_3
1604678407,48,0,111,84
1604678408,48,0,109,84
1604678409,48,0,110,84
1604678410,48,0,111,84
1604678411,49,0,112,84
1604678412,49,0,112,83
1604678413,49,0,114,83
1604678414,49,0,115,83
1604678415,49,0,115,81
1604678416,49,0,115,80
1604678417,49,0,116,80
1604678418,48,0,117,79
1604678419,48,0,117,79
1604678420,48,0,117,79
1604678421,48,0,117,78
1604678422,48,0,117,78
1604678423,48,0,117,78
1604678424,48,0,117,77
1604678425,49,0,116,77
1604678426,49,0,115,76
1604678427,49,0,115,75
1604678428,49,0,114,75
1604678429,49,0,113,74
1604678430,49,0,113,74
1604678431,49,0,112,74
1604678432,49,0,112,73
1604678433,49,0,112,73
1604678434,49,0,113,73
1604678435,49,0,113,73
1604678436,49,0,114,73
1604678437,50,0,115,73
1604678438,50,0,116,73
1604678439,50,0,117,73
1604678440,50,0,117,73
1604678441,50,0,118,73
1604678442,51,0,118,73
1604678443,51,0,119,74
1604678444,51,0,119,74
1604678445,51,0,119,74
1604678446,51,0,120,75
1604678447,51,0,120,75
1604678448,51,0,120,75
1604678449,51,0,120,75
1604678450,51,0,120,75
1604678451,51,0,120,75
1604678452,50,0,120,75
1604678453,50,0,119,74
1604678454,50,0,118,73
1604678455,49,0,118,72
1604678456,49,0,117,71
1604678457,49,0,117,70
1604678458,49,0,117,69
1604678459,49,0,117,69
1604678460,49,0,117,69
1604678461,49,0,117,68
1604678462,49,0,117,68
1604678463,48,0,118,69
1604678464,48,0,120,69
1604678465,48,0,121,70
1604678466,48,0,122,71
1604678467,48,0,123,71
1604678468,48,0,124,71
1604678469,48,0,125,74
1604678470,49,0,126,74
1604678471,49,0,126,75
1604678472,49,0,127,76
1604678473,49,0,127,77
1604678474,50,0,127,77
1604678475,50,0,127,78
1604678476,50,0,127,78
1604678477,51,0,127,78
1604678478,51,0,125,78
1604678479,51,0,124,77
1604678480,51,0,123,77
1604678481,51,0,122,77
1604678482,52,0,120,76
1604678483,52,0,119,75
1604678484,52,0,118,75
1604678485,52,0,118,74
1604678486,52,0,116,74
1604678487,52,0,116,74
1604678488,52,0,116,74
1604678489,51,0,115,73
1604678490,51,0,115,73
1604678491,51,0,115,73
1604678524,50,0,116,73
1604678525,50,0,116,74
1604678526,50,0,117,74
1604678527,51,0,117,74
1604678528,51,0,117,74
1604678529,51,0,117,74
1604678530,51,0,116,74
1604678531,51,0,116,74
1604678532,51,0,116,74
1604678533,51,0,115,74
1604678534,52,0,115,74
1604678535,52,0,115,75
1604678536,52,0,115,75
1604678537,52,0,115,75
1604678538,53,0,116,75
1604678539,53,0,116,76
1604678540,53,0,117,77
1604678541,53,0,117,77
1604678542,53,0,118,78
1604678543,54,0,118,78
1604678544,54,0,118,78
1604678545,54,0,118,78
1604678546,53,0,118,78
1604678547,53,0,118,79
1604678548,53,0,118,79
1604678549,52,0,117,79
1604678550,52,0,117,78
1604678551,51,0,117,74
1604678552,51,0,118,74
1604678553,50,0,119,73
1604678554,50,0,119,71
1604678555,50,0,119,70
1604678556,49,0,121,69
1604678557,49,0,121,68
1604678558,49,0,122,68
1604678559,49,0,124,67
1604678560,49,0,124,67
1604678561,49,0,125,67
1604678562,49,0,126,66
1604678563,50,0,125,66
1604678564,50,0,125,66
1604678566,50,0,125,66
1604678567,50,0,125,66
1604678568,50,0,125,66
1604678569,50,0,124,66
1604678570,50,0,124,67
1604678571,51,0,124,67
1604678572,51,0,122,67
1604678573,51,0,121,68
1604678574,51,0,120,68
1604678575,51,0,119,69
1604678576,51,0,118,70
1604678577,51,0,118,70
1604678578,51,0,116,71
1604678579,51,0,115,71
1604678580,51,0,115,72
1604678581,51,0,115,73
1604678582,51,0,115,73
1604678583,51,0,115,74
1604678584,51,0,116,74
1604678585,51,0,117,74
1604678586,50,0,118,74
1604678587,50,0,119,74
1604678588,51,0,119,74
1604678589,51,0,119,73
1604678590,52,0,119,73
1604678591,52,0,119,72
1604678592,52,0,118,71
1604678593,53,0,118,70
1604678594,54,0,117,70
1604678595,54,0,116,69
1604678596,56,0,116,69
1604678597,56,0,115,68
1604678598,56,0,115,68
1604678599,56,0,115,68
1604678600,56,0,114,67
1604678601,56,0,113,67
1604678602,56,0,113,68
1604678603,56,0,112,68
1604678604,55,0,111,68
1604678605,55,0,110,68
1604678606,54,0,109,68
1604678607,54,0,109,68
1604678608,53,0,108,68
1604678609,53,0,108,68
1604678610,53,0,109,68
1604678611,53,0,109,68
1604678612,53,0,110,68
1604678613,52,0,116,68
1604678614,52,0,115,68
1604678615,52,0,115,68
1604678616,52,0,114,68
1604678617,52,0,113,68
1604678618,53,0,113,68
1604678619,52,0,113,68
1604678620,52,0,112,68
1604678621,52,0,113,68
1604678622,52,0,113,69
1604678623,52,0,113,69
1604678624,52,0,114,69
1604678625,51,0,115,69
1604678626,51,0,116,68
1604678627,51,0,117,68
1604678628,50,0,118,68
1604678629,50,0,118,67
