timestamp,pm25_0,pm25_1,pm25_2,pm25_3
1604419208,83,0,109,57
1604419209,84,0,108,58
1604419210,84,0,107,59
1604419211,84,0,107,59
1604419212,83,0,105,60
1604419213,83,0,104,61
1604419214,84,0,103,61
1604419215,84,0,102,62
1604419216,83,0,102,62
1604419217,83,0,101,63
1604419218,82,0,100,63
1604419219,82,0,100,63
1604419220,81,0,100,63
1604419221,81,0,100,63
1604419222,80,0,100,62
1604419223,79,0,100,62
1604419224,77,0,100,61
1604419225,76,0,100,60
1604419226,74,0,100,59
1604419227,72,0,101,58
1604419228,71,0,102,58
1604419229,69,0,102,58
1604419230,67,0,103,57
1604419231,66,0,103,57
1604419232,65,0,103,57
1604419233,63,0,105,57
1604419234,62,0,105,57
1604419235,61,0,107,58
1604419236,60,0,107,59
1604419237,60,0,108,59
1604419238,60,0,109,61
1604419239,60,0,109,62
1604419240,60,0,109,67
1604419241,61,0,110,66
1604419242,62,0,110,65
1604419243,63,0,110,63
1604419244,63,0,109,63
1604419245,65,0,109,61
1604419246,66,0,108,61
1604419247,67,0,108,60
1604419248,67,0,107,59
1604419249,67,0,107,59
1604419250,67,0,107,59
1604419251,67,0,107,59
1604419252,67,0,107,59
1604419253,66,0,107,60
1604419254,66,0,107,61
1604419255,65,0,108,61
1604419256,65,0,108,62
1604419257,64,0,108,62
1604419258,64,0,109,62
1604419259,64,0,109,62
1604419260,63,0,110,61
1604419261,63,0,111,61
1604419262,63,0,112,60
1604419263,63,0,112,60
1604419264,63,0,113,59
1604419265,63,0,114,59
1604419266,62,0,115,58
1604419267,62,0,115,58
1604419268,61,0,116,58
1604419269,60,0,116,57
1604419270,59,0,117,57
1604419271,59,0,117,57
1604419272,58,0,118,57
1604419273,58,0,119,57
1604419274,58,0,120,58
1604419275,59,0,121,58
1604419276,59,0,121,58
1604419277,59,0,123,58
1604419278,62,0,123,59
1604419279,63,0,123,59
1604419280,65,0,123,60
1604419281,65,0,123,61
1604419282,68,0,123,62
1604419283,69,0,122,62
1604419284,70,0,121,64
1604419285,70,0,120,65
1604419286,70,0,118,66
1604419287,70,0,117,68
1604419288,69,0,117,69
1604419289,69,0,116,69
1604419290,66,0,116,70
1604419291,66,0,116,70
1604419292,64,0,116,69
1604419293,63,0,117,69
1604419294,62,0,117,69
1604419295,62,0,119,68
1604419296,63,0,119,65
1604419297,64,0,122,64
1604419298,65,0,123,62
1604419299,67,0,123,60
1604419300,69,0,122,58
1604419301,70,0,121,56
1604419302,72,0,120,54
1604419303,74,0,118,52
1604419304,76,0,116,52
1604419305,76,0,113,50
1604419306,78,0,110,49
1604419307,78,0,108,49
1604419308,78,0,105,48
1604419309,78,0,103,48
1604419310,78,0,102,48
1604419311,77,0,101,48
1604419312,76,0,101,49
1604419313,76,0,100,49
1604419314,76,0,101,49
1604419315,76,0,101,50
1604419316,76,0,102,50
1604419317,76,0,103,50
1604419318,76,0,105,51
1604419319,75,0,105,51
1604419320,75,0,107,51
1604419321,75,0,108,51
1604419322,75,0,109,51
1604419323,74,0,110,51
1604419324,73,0,110,51
1604419325,72,0,109,50
1604419326,71,0,109,50
1604419327,70,0,108,50
1604419328,70,0,108,50
1604419329,69,0,107,50
1604419330,68,0,106,50
1604419331,68,0,106,51
1604419332,67,0,106,52
1604419333,67,0,106,52
1604419334,66,0,106,53
1604419335,66,0,106,53
1604419336,65,0,106,54
1604419337,64,0,107,55
1604419338,63,0,108,55
1604419339,63,0,108,55
1604419340,62,0,109,55
1604419341,61,0,109,55
1604419342,61,0,109,54
1604419343,61,0,109,54
1604419344,61,0,109,54
1604419345,62,0,108,54
1604419346,63,0,108,54
1604419347,64,0,108,54
1604419348,66,0,107,54
1604419349,67,0,107,54
1604419350,69,0,107,55
1604419351,70,0,107,56
1604419352,72,0,107,56
1604419353,72,0,107,56
1604419354,72,0,107,56
1604419355,72,0,107,56
1604419356,72,0,107,57
1604419357,72,0,107,57
1604419358,71,0,106,57
1604419359,70,0,106,57
1604419360,69,0,105,57
1604419361,68,0,104,57
1604419362,68,0,103,57
1604419363,68,0,103,57
1604419364,68,0,103,58
1604419365,69,0,103,58
1604419366,70,0,103,58
1604419367,70,0,104,58
1604419368,72,0,105,59
1604419369,73,0,105,59
1604419370,74,0,107,60
1604419371,76,0,107,60
1604419372,77,0,110,60
1604419373,78,0,112,60
1604419374,78,0,113,60
1604419375,78,0,114,60
1604419376,80,0,114,60
1604419377,81,0,116,60
1604419378,81,0,116,59
1604419379,82,0,116,59
1604419380,82,0,117,59
1604419381,82,0,118,59
1604419382,83,0,119,59
1604419383,83,0,120,58
1604419384,83,0,121,58
1604419385,81,0,122,58
1604419386,80,0,123,58
1604419387,79,0,125,58
1604419388,78,0,126,58
1604419389,76,0,128,58
1604419390,76,0,130,58
1604419391,74,0,131,58
1604419392,74,0,133,58
1604419393,73,0,135,58
1604419394,73,0,137,58
1604419395,73,0,138,59
1604419396,74,0,139,59
1604419397,74,0,140,59
1604419398,75,0,140,59
1604419399,76,0,139,59
1604419400,77,0,139,60
1604419401,77,0,116,61
1604419402,77,0,115,61
1604419403,77,0,115,61
1604419404,76,0,115,62
1604419405,77,0,115,62
1604419406,77,0,116,62
1604419407,77,0,117,62
1604419408,76,0,118,62
1604419409,76,0,118,62
1604419410,75,0,118,63
1604419411,75,0,120,63
1604419412,75,0,121,63
1604419413,74,0,122,63
1604419414,73,0,122,63
1604419415,72,0,123,63
1604419416,70,0,124,63
1604419417,68,0,124,63
1604419418,67,0,124,63
1604419419,66,0,125,63
1604419420,66,0,125,63
1604419421,63,0,125,61
1604419422,63,0,124,62
1604419423,63,0,123,62
1604419424,63,0,123,63
1604419425,64,0,122,63
1604419426,66,0,121,63
1604419427,67,0,120,63
1604419428,68,0,120,63
1604419429,69,0,119,63
1604419430,71,0,117,63
1604419431,72,0,116,63
1604419432,73,0,116,62
1604419433,73,0,115,61
1604419434,73,0,114,61
1604419435,73,0,114,60
1604419436,72,0,114,60
1604419437,72,0,114,60
1604419438,72,0,114,60
1604419439,72,0,113,60
1604419440,71,0,113,60
1604419441,70,0,113,60
1604419442,69,0,112,60
1604419443,69,0,112,61
1604419444,68,0,111,61
1604419445,68,0,110,61
1604419446,68,0,110,61
1604419447,67,0,109,62
1604419448,65,0,109,62
1604419449,64,0,109,62
1604419450,63,0,109,62
1604419451,62,0,111,62
1604419452,62,0,112,62
1604419453,61,0,113,62
1604419454,61,0,114,62
1604419455,61,0,116,62
1604419456,61,0,117,62
1604419457,63,0,118,62
1604419458,64,0,119,61
1604419459,64,0,119,61
1604419460,67,0,119,60
1604419461,67,0,119,60
1604419462,69,0,119,59
1604419463,70,0,119,59
1604419464,70,0,119,58
1604419465,70,0,119,58
1604419466,69,0,118,58
1604419467,68,0,117,58
1604419468,68,0,116,58
1604419469,68,0,116,59
1604419470,68,0,115,60
1604419471,68,0,115,61
1604419472,68,0,114,61
1604419473,68,0,113,62
1604419474,70,0,112,62
1604419475,71,0,111,63
1604419476,73,0,111,63
1604419477,75,0,110,63
1604419478,76,0,110,63
1604419479,77,0,110,63
1604419480,78,0,109,62
1604419481,79,0,109,62
1604419482,80,0,108,61
1604419483,80,0,108,61
1604419484,80,0,108,59
1604419485,81,0,108,59
1604419486,81,0,108,58
1604419487,81,0,107,57
1604419488,82,0,107,57
1604419489,82,0,107,57
1604419490,81,0,107,56
1604419491,81,0,107,56
