timestamp,cal_pm25_fa
1605381120,40.670193
1605381121,40.670193
1605381122,40.670193
1605381123,40.670193
1605381124,40.670193
1605381125,40.670193
1605381126,40.670193
1605381127,40.670193
1605381128,40.670193
1605381129,40.670193
1605381130,40.670193
1605381131,40.670193
1605381132,40.670193
1605381133,40.670193
1605381134,40.670193
1605381135,40.670193
1605381136,40.670193
1605381137,40.670193
1605381138,40.670193
1605381139,40.670193
1605381140,40.670193
1605381141,40.670193
1605381142,40.670193
1605381143,40.670193
1605381144,40.670193
1605381145,40.670193
1605381146,40.670193
1605381147,40.670193
1605381148,40.670193
1605381149,40.670193
1605381150,40.670193
1605381151,40.670193
1605381152,40.70489
1605381153,40.70489
1605381154,40.70489
1605381155,40.70489
1605381156,40.70489
1605381157,40.698437
1605381158,40.698437
1605381159,40.698437
1605381160,40.698437
1605381161,40.698437
1605381162,40.698437
1605381163,40.698437
1605381164,40.698437
1605381165,40.698437
1605381166,40.698437
1605381167,40.698437
1605381168,40.698437
1605381169,40.698437
1605381170,40.698437
1605381171,40.698437
1605381172,40.698437
1605381173,40.698437
1605381174,40.837616
1605381175,40.698437
1605381176,40.837616
1605381177,27.825056
1605381178,27.825056
1605381179,27.825056
1605381180,27.825056
1605381181,27.825056
1605381182,27.825056
1605381183,27.825056
1605381184,27.825056
1605381185,40.698437
1605381186,40.698437
1605381187,40.70489
1605381188,40.70489
1605381189,40.70489
1605381190,40.70489
1605381191,40.70489
1605381192,40.70489
1605381193,40.70489
1605381194,40.70489
1605381195,40.70489
1605381196,40.70489
1605381197,40.70489
1605381198,40.70489
1605381199,40.70489
1605381200,40.70489
1605381201,40.670193
1605381202,40.670193
1605381203,40.670193
1605381204,40.670193
1605381205,40.670193
1605381206,40.670193
1605381207,40.670193
1605381208,40.670193
1605381209,40.670193
1605381210,40.670193
1605381211,40.670193
1605381212,40.670193
1605381213,40.670193
1605381214,40.670193
1605381215,40.670193
1605381216,40.670193
1605381217,40.670193
1605381218,40.670193
1605381219,40.670193
1605381220,40.670193
1605381221,40.670193
1605381222,27.026299
1605381223,27.026299
1605381224,27.026299
1605381225,26.43013
1605381226,26.43013
1605381227,26.43013
1605381228,26.43013
1605381229,26.43013
1605381230,26.43013
1605381231,26.43013
1605381232,26.43013
1605381233,26.43013
1605381234,26.43013
1605381235,26.43013
1605381236,26.43013
1605381237,26.43013
1605381238,25.492132
1605381239,25.492132
1605381240,25.492132
1605381241,25.492132
1605381242,25.492132
1605381243,26.43013
1605381244,26.43013
1605381245,26.43013
1605381246,26.43013
1605381247,26.43013
1605381248,26.43013
1605381249,27.026299
1605381250,27.026299
1605381251,27.026299
1605381252,27.026299
1605381253,27.315952
1605381254,27.315952
1605381255,27.315952
1605381256,27.315952
1605381257,27.315952
1605381258,27.315952
1605381259,27.315952
1605381260,27.315952
1605381261,27.315952
1605381262,27.315952
1605381263,27.315952
1605381264,27.315952
1605381265,27.315952
1605381266,27.315952
1605381267,40.698437
1605381268,40.698437
1605381269,40.698437
1605381270,40.698437
1605381271,40.698437
1605381272,40.698437
1605381273,40.698437
1605381274,40.698437
1605381275,40.698437
1605381276,40.698437
1605381277,40.698437
1605381278,40.698437
1605381279,40.698437
1605381280,40.698437
1605381281,40.698437
1605381282,40.698437
1605381283,40.698437
1605381284,40.698437
1605381285,40.698437
1605381286,40.837616
1605381287,40.837616
1605381288,40.837616
1605381289,40.837616
1605381290,40.837616
1605381291,40.837616
1605381292,40.837616
1605381293,40.837616
1605381294,40.837616
1605381295,40.837616
1605381296,40.837616
1605381297,40.837616
1605381298,40.837616
1605381299,40.837616
1605381300,40.837616
1605381301,40.837616
1605381302,40.837616
1605381303,40.837616
1605381304,40.837616
1605381305,40.837616
1605381306,40.837616
1605381307,40.837616
1605381308,40.837616
1605381309,40.837616
1605381310,40.58721
1605381311,40.58721
1605381312,40.58721
1605381313,40.837616
1605381314,40.837616
1605381315,40.837616
1605381316,40.837616
1605381317,40.837616
1605381318,40.837616
1605381319,40.837616
1605381320,40.837616
1605381321,40.837616
1605381322,40.837616
1605381323,40.837616
1605381324,26.642368
1605381325,26.642368
1605381326,26.642368
1605381327,26.642368
1605381328,26.642368
1605381329,26.642368
1605381330,26.642368
1605381331,26.642368
1605381332,26.642368
1605381333,26.642368
1605381334,26.642368
1605381335,26.642368
1605381336,26.642368
1605381337,26.642368
1605381338,26.642368
1605381339,26.642368
1605381340,26.642368
1605381341,26.642368
1605381342,26.642368
1605381343,40.837616
1605381344,40.837616
1605381345,40.837616
1605381346,40.837616
1605381347,40.837616
1605381348,40.837616
1605381349,40.837616
1605381350,40.837616
1605381351,40.837616
1605381352,40.837616
1605381353,40.837616
1605381354,40.837616
1605381355,40.837616
1605381356,40.837616
1605381357,40.698437
1605381358,40.698437
1605381359,40.698437
1605381360,40.698437
1605381361,40.698437
1605381362,40.698437
1605381363,40.698437
1605381364,40.837616
1605381365,40.837616
1605381366,40.837616
1605381367,40.698437
1605381368,40.698437
1605381369,40.698437
1605381370,40.698437
1605381371,40.698437
1605381372,40.698437
1605381373,40.698437
1605381374,40.698437
1605381375,40.698437
1605381376,40.698437
1605381377,40.837616
1605381378,40.837616
1605381379,40.837616
1605381380,40.837616
1605381381,40.837616
1605381382,40.837616
1605381383,40.837616
1605381384,40.837616
1605381385,40.58721
1605381386,40.58721
1605381387,40.58721
1605381388,40.22698
1605381389,40.22698
1605381390,40.22698
1605381391,40.22698
1605381392,40.22698
1605381393,40.22698
1605381394,40.22698
1605381395,40.22698
1605381396,40.22698
1605381397,40.22698
1605381398,40.22698
1605381399,40.22698
1605381400,40.22698
1605381401,40.22698
1605381402,40.22698
1605381403,40.22698
1605381404,40.159992
1605381405,40.159992
1605381406,40.159992
1605381407,40.159992
1605381408,40.159992
1605381409,40.159992
1605381410,40.159992
1605381411,40.159992
1605381412,40.159992
1605381413,40.159992
1605381414,40.159992
1605381415,40.159992
1605381416,40.159992
1605381417,40.159992
1605381418,40.159992
1605381419,40.22698
1605381420,40.22698
1605381421,40.22698
1605381422,40.22698
1605381423,40.22698
1605381424,40.22698
1605381425,40.58721
1605381426,40.58721
1605381427,40.58721
1605381428,40.837616
1605381429,40.837616
1605381430,40.837616
1605381431,40.837616
1605381432,40.837616
1605381433,40.837616
1605381434,40.837616
1605381435,40.837616
1605381436,40.837616
1605381437,40.837616
1605381438,40.837616
1605381439,40.837616
1605381440,40.837616
1605381441,40.837616
1605381442,40.58721
1605381443,40.58721
1605381444,40.58721
1605381445,40.58721
1605381446,40.58721
1605381447,40.58721
1605381448,40.22698
1605381449,40.22698
1605381450,40.22698
1605381451,40.22698
1605381452,40.22698
1605381453,40.22698
1605381454,40.22698
1605381455,40.22698
1605381456,40.22698
1605381457,40.22698
1605381458,40.22698
1605381459,40.22698
1605381460,40.22698
1605381461,40.22698
1605381462,40.22698
1605381463,40.22698
1605381464,40.22698
1605381465,40.22698
1605381466,40.22698
1605381467,40.58721
1605381468,40.58721
1605381469,40.58721
1605381470,40.58721
1605381471,40.58721
1605381472,40.837616
1605381473,40.837616
1605381474,40.837616
1605381475,40.837616
1605381476,40.837616
1605381477,40.837616
1605381478,40.837616
1605381479,40.837616
1605381480,40.837616
1605381481,40.837616
1605381482,40.837616
1605381483,40.58721
1605381484,40.58721
1605381485,40.58721
1605381486,40.58721
1605381487,33.26633
1605381488,33.26633
1605381489,33.26633
1605381490,33.26633
1605381491,33.78975
1605381492,33.78975
1605381493,33.78975
1605381494,33.78975
1605381495,35.35353
