timestamp,cal_pm25_fa
1606219200,36.175552
1606219201,36.175552
1606219202,36.175552
1606219203,36.175552
1606219204,36.175552
1606219205,36.175552
1606219206,36.175552
1606219207,36.175552
1606219208,36.175552
1606219209,36.175552
1606219210,36.175552
1606219211,36.175552
1606219212,36.175552
1606219213,36.175552
1606219214,36.562122
1606219215,36.748817
1606219216,36.432728
1606219217,36.03317
1606219218,35.557056
1606219219,35.441013
1606219220,35.613613
1606219221,35.895638
1606219222,35.58718
1606219223,35.58718
1606219224,35.58718
1606219225,35.58718
1606219226,35.58718
1606219227,35.441013
1606219228,35.441013
1606219229,35.441013
1606219230,35.557056
1606219231,35.557056
1606219232,35.557056
1606219233,35.557056
1606219234,35.557056
1606219235,35.557056
1606219236,35.557056
1606219237,35.557056
1606219238,35.557056
1606219239,35.557056
1606219240,35.557056
1606219241,36.432728
1606219242,36.748817
1606219243,36.748817
1606219244,36.748817
1606219245,36.562122
1606219246,36.562122
1606219247,36.594513
1606219248,36.594513
1606219249,36.594513
1606219250,36.175552
1606219251,36.175552
1606219252,36.175552
1606219253,36.175552
1606219254,36.562122
1606219255,36.562122
1606219256,36.562122
1606219257,36.562122
1606219258,36.748817
1606219259,36.562122
1606219260,36.562122
1606219261,36.748817
1606219262,36.594513
1606219263,36.594513
1606219264,36.594513
1606219265,36.175552
1606219266,36.594513
1606219267,36.748817
1606219268,36.562122
1606219269,36.594513
1606219270,36.594513
1606219271,36.594513
1606219272,36.562122
1606219273,36.562122
1606219274,36.562122
1606219275,36.748817
1606219276,36.562122
1606219277,36.748817
1606219278,36.748817
1606219279,36.432728
1606219280,36.432728
1606219281,36.03317
1606219282,36.748817
1606219283,36.748817
1606219284,36.748817
1606219285,36.562122
1606219286,36.562122
1606219287,36.175552
1606219288,36.175552
1606219289,36.267353
1606219290,36.19464
1606219291,36.267353
1606219292,36.267353
1606219293,36.267353
1606219294,36.175552
1606219295,36.267353
1606219296,36.267353
1606219297,36.267353
1606219298,36.267353
1606219299,36.267353
1606219300,36.19464
1606219301,36.267353
1606219302,35.56008
1606219303,35.56008
1606219304,35.412453
1606219305,35.56008
1606219306,35.56008
1606219307,35.56008
1606219308,35.56008
1606219309,36.19464
1606219310,36.19464
1606219311,36.19464
1606219312,36.267353
1606219313,36.19464
1606219314,36.19464
1606219315,36.19464
1606219316,35.56008
1606219317,35.56008
1606219318,35.56008
1606219319,35.56008
1606219320,35.56008
1606219321,36.19464
1606219322,36.267353
1606219323,36.19464
1606219324,36.19464
1606219325,36.19464
1606219326,36.19464
1606219327,36.19464
1606219328,36.19464
1606219329,35.56008
1606219330,35.56008
1606219331,35.412453
1606219332,34.476402
1606219333,34.476402
1606219334,34.476402
1606219335,33.701878
1606219336,34.476402
1606219337,34.476402
1606219338,36.19464
1606219339,36.267353
1606219340,36.175552
1606219341,36.175552
1606219342,36.267353
1606219343,36.267353
1606219344,36.267353
1606219345,36.267353
1606219346,35.412453
1606219347,34.476402
1606219348,34.476402
1606219349,33.6223
1606219350,33.6223
1606219351,33.6223
1606219352,32.89087
1606219353,32.89087
1606219354,33.6223
1606219355,33.6223
1606219356,33.701878
1606219357,33.701878
1606219358,34.476402
1606219359,34.476402
1606219360,35.412453
1606219361,36.19464
1606219362,36.19464
1606219363,36.267353
1606219364,36.267353
1606219365,36.175552
1606219366,36.594513
1606219367,36.175552
1606219368,36.175552
1606219369,36.175552
1606219370,36.267353
1606219371,36.267353
1606219372,36.175552
1606219373,36.19464
1606219374,36.267353
1606219375,36.267353
1606219376,36.19464
1606219377,36.19464
1606219378,36.19464
1606219379,35.412453
1606219380,34.476402
1606219381,34.476402
1606219382,34.476402
1606219383,35.56008
1606219384,34.476402
1606219385,33.701878
1606219386,34.476402
1606219387,34.476402
1606219388,34.476402
1606219389,33.701878
1606219390,33.701878
1606219391,33.6223
1606219392,33.6223
1606219393,32.89087
1606219394,32.89087
1606219395,31.793863
1606219396,31.793863
1606219397,31.793863
1606219398,31.793863
1606219399,30.968805
1606219400,31.038963
1606219401,31.079445
1606219402,31.079445
1606219403,31.079445
1606219404,31.038963
1606219405,30.968805
1606219406,31.793863
1606219407,31.793863
1606219408,31.793863
1606219409,31.793863
1606219410,31.793863
1606219411,32.140606
1606219412,32.140606
1606219413,32.140606
1606219414,32.140606
1606219415,32.140606
1606219416,32.89087
1606219417,32.89087
1606219418,32.140606
1606219419,32.89087
1606219420,32.89087
1606219421,32.89087
1606219422,32.89087
1606219423,32.89087
1606219424,32.89087
1606219425,32.89087
1606219426,32.89087
1606219427,32.89087
1606219428,33.701878
1606219429,33.6223
1606219430,32.89087
1606219431,32.140606
1606219432,32.89087
1606219433,32.89087
1606219434,32.140606
1606219435,32.140606
1606219436,32.140606
1606219437,31.793863
1606219438,32.140606
1606219439,32.140606
1606219440,31.793863
1606219441,32.89087
1606219442,32.89087
1606219443,32.89087
1606219444,33.6223
1606219445,33.6223
1606219446,34.476402
1606219447,34.476402
1606219448,34.476402
1606219449,34.476402
1606219450,34.476402
1606219451,34.476402
1606219452,34.476402
1606219453,34.476402
1606219454,34.476402
1606219455,35.412453
1606219456,34.476402
1606219457,33.701878
1606219458,32.89087
1606219459,32.89087
1606219460,31.793863
1606219461,31.038963
1606219462,31.038963
1606219463,31.079445
1606219464,30.598965
1606219465,30.5988
1606219466,30.5988
1606219467,30.598965
1606219468,30.598965
1606219469,30.598965
1606219470,30.598965
1606219471,30.598965
1606219472,30.820744
1606219473,31.079445
1606219474,30.968805
1606219475,31.079445
1606219476,30.968805
1606219477,30.968805
1606219478,31.079445
1606219479,30.968805
1606219480,31.038963
1606219481,30.968805
1606219482,30.968805
1606219483,31.038963
1606219484,31.038963
1606219485,31.038963
1606219486,30.968805
1606219487,30.968805
1606219488,30.968805
1606219489,30.968805
1606219490,31.079445
1606219491,30.820744
1606219492,31.079445
1606219493,31.079445
1606219494,31.079445
1606219495,30.968805
1606219496,30.968805
1606219497,30.968805
1606219498,31.038963
1606219499,31.038963
1606219500,31.038963
1606219501,31.793863
1606219502,31.793863
1606219503,31.793863
1606219504,30.968805
1606219505,30.968805
1606219506,31.079445
1606219507,31.079445
1606219508,30.968805
1606219509,31.079445
1606219510,30.968805
1606219511,31.079445
1606219512,30.820744
1606219513,31.079445
1606219514,31.079445
1606219515,31.038963
1606219516,30.968805
1606219517,30.820744
1606219518,31.079445
1606219519,31.079445
1606219520,31.079445
1606219521,31.079445
1606219522,31.079445
1606219523,31.079445
1606219524,31.079445
1606219525,30.820744
1606219526,31.079445
1606219527,30.820744
1606219528,30.820744
1606219529,31.079445
1606219530,30.820744
1606219531,30.820744
1606219532,30.820744
1606219533,30.598965
1606219534,31.079445
1606219535,30.968805
1606219536,30.968805
1606219537,30.968805
1606219538,30.968805
1606219539,30.968805
1606219540,31.038963
1606219541,31.038963
1606219542,31.793863
1606219543,31.793863
1606219544,31.038963
1606219545,30.968805
1606219546,31.079445
1606219547,31.079445
1606219548,31.079445
1606219549,31.793863
1606219550,31.793863
1606219551,31.038963
1606219552,31.793863
1606219553,31.793863
1606219554,31.793863
1606219555,32.89087
1606219556,33.6223
1606219557,33.6223
1606219558,33.6223
1606219559,33.6223
1606219560,32.89087
1606219561,32.89087
1606219562,32.89087
1606219563,31.793863
1606219564,32.140606
1606219565,31.793863
1606219566,31.038963
1606219567,31.793863
1606219568,31.793863
1606219569,31.793863
1606219570,31.793863
1606219571,31.793863
1606219572,31.793863
1606219573,31.038963
1606219574,31.793863
1606219575,31.793863
1606219576,31.038963
1606219577,31.079445
1606219578,31.079445
1606219579,31.079445
1606219580,30.820744
1606219581,30.820744
1606219582,30.820744
1606219583,30.820744
1606219584,30.820744
1606219585,30.820744
1606219586,30.820744
1606219587,30.820744
1606219588,31.079445
1606219589,30.820744
1606219590,30.820744
1606219591,31.079445
1606219592,30.598965
1606219593,30.5988
1606219594,30.5988
1606219595,30.5988
1606219596,30.5988
1606219597,30.598965
1606219598,30.598965
1606219599,30.598965
1606219600,31.079445
1606219601,30.820744
1606219602,30.820744
1606219603,30.968805
1606219604,30.968805
1606219605,30.968805
1606219606,31.793863
1606219607,31.793863
1606219608,31.793863
1606219609,31.793863
1606219610,31.793863
1606219611,31.793863
1606219612,31.793863
1606219613,31.038963
1606219614,30.968805
1606219615,30.968805
1606219616,30.968805
1606219617,30.968805
1606219618,30.968805
1606219619,30.968805
1606219620,30.968805
1606219621,30.968805
1606219622,30.968805
1606219623,30.968805
1606219624,30.968805
1606219625,30.968805
1606219626,30.968805
1606219627,30.820744
1606219628,30.820744
1606219629,30.820744
1606219630,30.598965
1606219631,30.598965
1606219632,30.5988
1606219633,30.5988
1606219634,30.598965
1606219635,30.820744
1606219636,31.079445
1606219637,30.968805
1606219638,30.968805
1606219639,31.793863
1606219640,31.793863
1606219641,32.140606
1606219642,32.140606
1606219643,32.89087
1606219644,32.89087
1606219645,32.89087
1606219646,32.89087
1606219647,33.6223
1606219648,33.701878
1606219649,33.6223
1606219650,32.89087
1606219651,32.89087
1606219652,32.89087
1606219653,32.140606
1606219654,31.793863
1606219655,31.793863
1606219656,31.793863
1606219657,31.793863
1606219658,31.793863
1606219659,31.793863
1606219660,31.793863
1606219661,31.793863
1606219662,31.793863
1606219663,31.793863
1606219664,31.793863
1606219665,31.793863
1606219666,31.793863
1606219667,31.793863
1606219668,31.793863
1606219669,31.793863
1606219670,31.793863
1606219671,31.793863
1606219672,31.038963
1606219673,31.038963
1606219674,31.038963
1606219675,31.038963
1606219676,31.079445
1606219677,31.079445
1606219678,30.820744
1606219679,30.598965
1606219680,30.820744
1606219681,30.820744
1606219682,31.079445
1606219683,31.079445
1606219684,31.038963
1606219685,31.038963
1606219686,31.038963
1606219687,31.793863
1606219688,31.793863
1606219689,32.140606
1606219690,32.140606
1606219691,32.140606
1606219692,31.793863
1606219693,31.793863
1606219694,30.968805
1606219695,30.968805
1606219696,31.079445
1606219697,31.079445
1606219698,31.079445
1606219699,30.598965
1606219700,30.5988
1606219701,30.5988
1606219702,30.858173
1606219703,30.858173
1606219704,31.022966
1606219705,30.858173
1606219706,31.022966
1606219707,30.501204
1606219708,31.022966
1606219709,31.022966
1606219710,30.501204
1606219711,31.022966
1606219712,31.022966
1606219713,31.022966
1606219714,30.5988
1606219715,30.5988
1606219716,30.5988
1606219717,30.598965
1606219718,30.820744
1606219719,31.079445
1606219720,31.079445
1606219721,31.079445
1606219722,30.968805
1606219723,31.038963
1606219724,31.038963
1606219725,31.038963
1606219726,31.038963
1606219727,32.140606
1606219728,32.89087
1606219729,32.140606
1606219730,32.140606
1606219731,31.793863
1606219732,31.793863
1606219733,31.038963
1606219734,31.793863
1606219735,31.038963
1606219736,31.038963
1606219737,31.038963
1606219738,30.820744
1606219739,30.820744
1606219740,31.079445
1606219741,31.079445
1606219742,31.079445
1606219743,31.079445
1606219744,30.598965
1606219745,30.598965
1606219746,30.598965
1606219747,30.598965
1606219748,30.5988
1606219749,30.858173
1606219750,30.858173
1606219751,30.598965
1606219752,30.5988
1606219753,30.598965
1606219754,30.820744
1606219755,30.598965
1606219756,31.079445
1606219757,31.079445
1606219758,30.968805
1606219759,31.793863
1606219760,31.793863
