timestamp,pm25,pm25_calibrated
1604376008,54.0,31.19441023251948
1604376009,54.0,31.19441023251948
1604376010,54.0,31.19441023251948
1604376011,53.75,31.111437133915796
1604376012,53.75,31.111437133915796
1604376013,53.75,31.111437133915796
1604376014,54.0,31.19441023251948
1604376015,53.75,31.111437133915796
1604376016,54.0,31.19441023251948
1604376017,54.25,31.277383331123165
1604376018,54.25,31.277383331123165
1604376019,54.5,31.36035642972685
1604376020,54.5,31.36035642972685
1604376021,54.25,31.277383331123165
1604376022,54.75,31.443329528330533
1604376023,54.75,31.443329528330533
1604376024,54.75,31.443329528330533
1604376025,54.75,31.443329528330533
1604376026,54.75,31.443329528330533
1604376027,55.0,31.526302626934218
1604376028,55.0,31.526302626934218
1604376029,55.5,31.692248824141586
1604376030,55.5,31.692248824141586
1604376031,55.75,31.77522192274527
1604376032,55.5,31.692248824141586
1604376033,55.75,31.77522192274527
1604376034,55.75,31.77522192274527
1604376035,56.0,31.85819502134895
1604376036,56.0,31.85819502134895
1604376037,55.75,31.77522192274527
1604376038,55.75,31.77522192274527
1604376039,55.5,31.692248824141586
1604376040,55.5,31.692248824141586
1604376041,55.75,31.77522192274527
1604376042,55.5,31.692248824141586
1604376043,55.25,31.609275725537902
1604376044,55.25,31.609275725537902
1604376045,55.0,31.526302626934218
1604376046,55.0,31.526302626934218
1604376047,55.0,31.526302626934218
1604376048,54.75,31.443329528330533
1604376049,54.75,31.443329528330533
1604376050,54.75,31.443329528330533
1604376051,55.0,31.526302626934218
1604376052,54.75,31.443329528330533
1604376053,54.75,31.443329528330533
1604376054,54.5,31.36035642972685
1604376055,55.0,31.526302626934218
1604376056,54.75,31.443329528330533
1604376057,54.25,31.277383331123165
1604376058,54.25,31.277383331123165
1604376059,54.5,31.36035642972685
1604376060,54.75,31.443329528330533
1604376061,54.75,31.443329528330533
1604376062,55.0,31.526302626934218
1604376063,55.0,31.526302626934218
1604376064,54.75,31.443329528330533
1604376065,54.75,31.443329528330533
1604376066,54.75,31.443329528330533
1604376067,54.5,31.36035642972685
1604376068,55.0,31.526302626934218
1604376069,55.25,31.609275725537902
1604376070,55.0,31.526302626934218
1604376071,55.25,31.609275725537902
1604376072,55.25,31.609275725537902
1604376073,55.25,31.609275725537902
1604376074,55.5,31.692248824141586
1604376075,55.5,31.692248824141586
1604376076,55.75,31.77522192274527
1604376077,55.75,31.77522192274527
1604376078,55.5,31.692248824141586
1604376079,55.5,31.692248824141586
1604376080,55.5,31.692248824141586
1604376081,55.75,31.77522192274527
1604376082,55.25,31.609275725537902
1604376083,55.75,31.77522192274527
1604376084,55.75,31.77522192274527
1604376085,55.5,31.692248824141586
1604376086,55.75,31.77522192274527
1604376087,55.75,31.77522192274527
1604376088,56.0,31.85819502134895
1604376089,55.5,31.692248824141586
1604376090,55.5,31.692248824141586
1604376091,55.25,31.609275725537902
1604376092,55.25,31.609275725537902
1604376093,54.75,31.443329528330533
1604376094,54.75,31.443329528330533
1604376095,54.75,31.443329528330533
1604376096,54.5,31.36035642972685
1604376097,54.5,31.36035642972685
1604376098,54.0,31.19441023251948
1604376099,54.0,31.19441023251948
1604376100,54.25,31.277383331123165
1604376101,54.0,31.19441023251948
1604376102,54.25,31.277383331123165
1604376103,54.25,31.277383331123165
1604376104,54.5,31.36035642972685
1604376105,54.5,31.36035642972685
1604376106,54.25,31.277383331123165
1604376107,54.25,31.277383331123165
1604376108,54.5,31.36035642972685
1604376109,54.5,31.36035642972685
1604376110,54.5,31.36035642972685
1604376111,54.75,31.443329528330533
1604376112,54.75,31.443329528330533
1604376113,54.75,31.443329528330533
1604376114,55.0,31.526302626934218
1604376115,55.25,31.609275725537902
1604376124,54.5,31.36035642972685
1604376125,54.5,31.36035642972685
1604376126,54.75,31.443329528330533
1604376127,54.75,31.443329528330533
1604376128,54.5,31.36035642972685
1604376129,54.25,31.277383331123165
1604376130,54.25,31.277383331123165
1604376131,54.0,31.19441023251948
1604376132,54.0,31.19441023251948
1604376133,54.0,31.19441023251948
1604376134,54.0,31.19441023251948
1604376135,53.75,31.111437133915796
1604376136,53.75,31.111437133915796
1604376137,53.75,31.111437133915796
1604376138,53.5,31.028464035312112
1604376139,53.5,31.028464035312112
1604376140,53.5,31.028464035312112
1604376141,53.5,31.028464035312112
1604376142,54.5,31.36035642972685
1604376143,54.5,31.36035642972685
1604376144,54.75,31.443329528330533
1604376145,54.75,31.443329528330533
1604376146,54.5,31.36035642972685
1604376147,54.75,31.443329528330533
1604376148,54.25,31.277383331123165
1604376149,54.5,31.36035642972685
1604376150,54.5,31.36035642972685
1604376151,54.5,31.36035642972685
1604376152,54.5,31.36035642972685
1604376153,54.25,31.277383331123165
1604376154,54.25,31.277383331123165
1604376155,54.5,31.36035642972685
1604376156,54.5,31.36035642972685
1604376157,54.75,31.443329528330533
1604376158,54.5,31.36035642972685
1604376159,54.5,31.36035642972685
1604376160,54.5,31.36035642972685
1604376161,54.5,31.36035642972685
1604376162,54.25,31.277383331123165
1604376163,54.25,31.277383331123165
1604376164,54.25,31.277383331123165
1604376165,54.25,31.277383331123165
1604376166,54.25,31.277383331123165
1604376167,54.25,31.277383331123165
1604376168,54.5,31.36035642972685
1604376169,54.0,31.19441023251948
1604376170,54.5,31.36035642972685
1604376171,54.5,31.36035642972685
1604376172,54.75,31.443329528330533
1604376173,55.25,31.609275725537902
1604376174,55.25,31.609275725537902
1604376175,55.75,31.77522192274527
1604376176,56.0,31.85819502134895
1604376177,56.0,31.85819502134895
1604376178,56.0,31.85819502134895
1604376179,56.5,32.02414121855632
1604376180,56.5,32.02414121855632
1604376181,56.5,32.02414121855632
1604376182,56.5,32.02414121855632
1604376183,56.5,32.02414121855632
1604376184,56.5,32.02414121855632
1604376185,56.5,32.02414121855632
1604376186,56.5,32.02414121855632
1604376187,56.25,31.941168119952636
1604376188,56.0,31.85819502134895
1604376189,56.0,31.85819502134895
1604376190,56.0,31.85819502134895
1604376191,56.0,31.85819502134895
1604376192,55.75,31.77522192274527
1604376193,56.0,31.85819502134895
1604376194,56.0,31.85819502134895
1604376195,56.0,31.85819502134895
1604376196,55.75,31.77522192274527
1604376197,55.75,31.77522192274527
1604376198,56.0,31.85819502134895
1604376199,56.0,31.85819502134895
1604376200,55.5,31.692248824141586
1604376201,55.75,31.77522192274527
1604376202,55.75,31.77522192274527
1604376203,55.75,31.77522192274527
1604376204,55.75,31.77522192274527
1604376205,56.0,31.85819502134895
1604376206,55.75,31.77522192274527
1604376207,55.75,31.77522192274527
1604376208,55.75,31.77522192274527
1604376209,55.75,31.77522192274527
1604376210,55.5,31.692248824141586
1604376211,55.75,31.77522192274527
1604376212,55.75,31.77522192274527
1604376213,55.5,31.692248824141586
1604376214,55.5,31.692248824141586
1604376215,55.25,31.609275725537902
1604376217,55.5,31.692248824141586
1604376218,55.5,31.692248824141586
1604376219,55.75,31.77522192274527
1604376220,55.75,31.77522192274527
1604376221,55.75,31.77522192274527
1604376222,56.0,31.85819502134895
1604376223,56.0,31.85819502134895
1604376224,56.0,31.85819502134895
1604376225,55.75,31.77522192274527
1604376226,55.75,31.77522192274527
1604376227,55.75,31.77522192274527
1604376228,55.25,31.609275725537902
1604376229,55.5,31.692248824141586
1604376230,55.5,31.692248824141586
1604376231,55.5,31.692248824141586
1604376232,55.5,31.692248824141586
1604376233,55.25,31.609275725537902
1604376234,55.25,31.609275725537902
1604376235,55.25,31.609275725537902
1604376236,55.25,31.609275725537902
1604376237,55.25,31.609275725537902
1604376238,55.25,31.609275725537902
1604376239,55.25,31.609275725537902
1604376240,55.25,31.609275725537902
1604376241,54.75,31.443329528330533
1604376242,54.75,31.443329528330533
1604376243,55.0,31.526302626934218
1604376244,54.75,31.443329528330533
1604376245,54.75,31.443329528330533
1604376246,54.5,31.36035642972685
1604376247,54.75,31.443329528330533
1604376248,54.75,31.443329528330533
1604376249,54.75,31.443329528330533
1604376250,55.0,31.526302626934218
1604376251,55.0,31.526302626934218
1604376252,55.5,31.692248824141586
1604376253,55.5,31.692248824141586
1604376254,55.5,31.692248824141586
1604376255,55.75,31.77522192274527
1604376256,55.75,31.77522192274527
1604376257,56.0,31.85819502134895
1604376258,56.25,31.941168119952636
1604376259,56.25,31.941168119952636
1604376260,56.0,31.85819502134895
1604376261,56.5,32.02414121855632
1604376262,56.25,31.941168119952636
1604376263,56.25,31.941168119952636
