timestamp,pm25,pm25_0,pm25_1,pm25_2,pm25_3,cal_pm25_0,cal_pm25_1,cal_pm25_2,cal_pm25_3
1605059280,28.6,60.0,0.0,54.0,48.0,39.755123,23.027008,27.855112,26.252657
1605059281,28.599166666666665,60.0,0.0,54.0,48.0,39.755123,23.027008,27.855112,26.252657
1605059282,28.598333333333333,59.0,0.0,53.0,48.0,37.734398,23.027008,27.855112,26.252657
1605059283,28.5975,59.0,0.0,53.0,48.0,37.734398,23.027008,27.855112,26.252657
1605059284,28.596666666666668,59.0,0.0,52.0,48.0,37.734398,23.027008,26.838274,26.252657
1605059285,28.595833333333335,58.0,0.0,52.0,47.0,32.78628,23.027008,26.838274,25.357101
1605059286,28.595,57.0,0.0,52.0,47.0,32.417553,23.027008,26.838274,25.357101
1605059287,28.594166666666666,56.0,0.0,52.0,47.0,27.855112,23.027008,26.838274,25.357101
1605059288,28.593333333333334,55.0,0.0,52.0,46.0,27.855112,23.027008,26.838274,25.107279
1605059289,28.5925,54.0,0.0,52.0,45.0,27.855112,23.027008,26.838274,24.45485
1605059290,28.59166666666667,54.0,0.0,52.0,45.0,27.855112,23.027008,26.838274,24.45485
1605059291,28.590833333333332,53.0,0.0,52.0,45.0,27.855112,23.027008,26.838274,24.45485
1605059292,28.59,53.0,0.0,52.0,45.0,27.855112,23.027008,26.838274,24.45485
1605059293,28.589166666666667,53.0,0.0,52.0,45.0,27.855112,23.027008,26.838274,24.45485
1605059294,28.588333333333335,53.0,0.0,52.0,44.0,27.855112,23.027008,26.838274,24.45485
1605059295,28.5875,54.0,0.0,53.0,44.0,27.855112,23.027008,27.855112,24.45485
1605059296,28.586666666666666,54.0,0.0,53.0,44.0,27.855112,23.027008,27.855112,24.45485
1605059297,28.585833333333333,55.0,0.0,53.0,44.0,27.855112,23.027008,27.855112,24.45485
1605059298,28.585,56.0,0.0,53.0,44.0,27.855112,23.027008,27.855112,24.45485
1605059299,28.58416666666667,57.0,0.0,54.0,44.0,32.417553,23.027008,27.855112,24.45485
1605059300,28.583333333333332,57.0,0.0,55.0,43.0,32.417553,23.027008,27.855112,24.45485
1605059301,28.5825,58.0,0.0,55.0,43.0,32.78628,23.027008,27.855112,24.45485
1605059302,28.581666666666667,58.0,0.0,56.0,43.0,32.78628,23.027008,27.855112,24.45485
1605059303,28.580833333333334,58.0,0.0,56.0,43.0,32.78628,23.027008,27.855112,24.45485
1605059304,28.58,57.0,0.0,56.0,43.0,32.417553,23.027008,27.855112,24.45485
1605059305,28.579166666666666,57.0,0.0,56.0,43.0,32.417553,23.027008,27.855112,24.45485
1605059306,28.578333333333333,56.0,0.0,56.0,43.0,27.855112,23.027008,27.855112,24.45485
1605059307,28.5775,55.0,0.0,56.0,43.0,27.855112,23.027008,27.855112,24.45485
1605059308,28.576666666666668,55.0,0.0,55.0,43.0,27.855112,23.027008,27.855112,24.45485
1605059309,28.575833333333335,54.0,0.0,55.0,43.0,27.855112,23.027008,27.855112,24.45485
1605059310,28.575,54.0,0.0,54.0,44.0,27.855112,23.027008,27.855112,24.45485
1605059311,28.574166666666667,54.0,0.0,54.0,45.0,27.855112,23.027008,27.855112,24.45485
1605059312,28.573333333333334,54.0,0.0,54.0,45.0,27.855112,23.027008,27.855112,24.45485
1605059313,28.5725,54.0,0.0,53.0,45.0,27.855112,23.027008,27.855112,24.45485
1605059314,28.571666666666665,54.0,0.0,53.0,46.0,27.855112,23.027008,27.855112,25.107279
1605059315,28.570833333333333,56.0,0.0,53.0,46.0,27.855112,23.027008,27.855112,25.107279
1605059316,28.57,57.0,0.0,53.0,46.0,32.417553,23.027008,27.855112,25.107279
1605059317,28.569166666666668,58.0,0.0,53.0,46.0,32.78628,23.027008,27.855112,25.107279
1605059318,28.568333333333335,59.0,0.0,53.0,46.0,37.734398,23.027008,27.855112,25.107279
1605059319,28.5675,60.0,0.0,53.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059320,28.566666666666666,60.0,0.0,53.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059321,28.565833333333334,60.0,0.0,54.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059322,28.565,60.0,0.0,54.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059323,28.564166666666665,60.0,0.0,54.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059324,28.563333333333333,60.0,0.0,54.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059325,28.5625,60.0,0.0,54.0,46.0,39.755123,23.027008,27.855112,25.107279
1605059326,28.561666666666667,60.0,0.0,55.0,47.0,39.755123,23.027008,27.855112,25.357101
1605059327,28.560833333333335,59.0,0.0,55.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059328,28.56,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059329,28.559166666666666,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059330,28.558333333333334,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059331,28.5575,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059332,28.556666666666665,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059333,28.555833333333332,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059334,28.555,59.0,0.0,54.0,47.0,37.734398,23.027008,27.855112,25.357101
1605059335,28.554166666666667,58.0,0.0,53.0,47.0,32.78628,23.027008,27.855112,25.357101
1605059336,28.553333333333335,58.0,0.0,53.0,47.0,32.78628,23.027008,27.855112,25.357101
1605059337,28.552500000000002,58.0,0.0,53.0,47.0,32.78628,23.027008,27.855112,25.357101
1605059338,28.551666666666666,57.0,0.0,53.0,47.0,32.417553,23.027008,27.855112,25.357101
1605059339,28.550833333333333,57.0,0.0,53.0,47.0,32.417553,23.027008,27.855112,25.357101
