timestamp,pm25,pm25_fa,cal_pm25_fa
1605601440,26.8,18.75,21.935802
1605601441,26.795,18.5,21.935802
1605601442,26.79,18.5,21.935802
1605601443,26.785,18.75,21.935802
1605601444,26.78,18.25,21.935802
1605601445,26.775,18.5,21.935802
1605601446,26.77,18.5,21.935802
1605601447,26.765,18.75,21.935802
1605601448,26.76,18.75,21.935802
1605601449,26.755000000000003,18.75,21.935802
1605601450,26.75,18.75,21.935802
1605601451,26.745,19.0,25.619686
1605601452,26.740000000000002,19.0,25.619686
1605601453,26.735,19.0,25.619686
1605601454,26.73,18.75,21.935802
1605601455,26.725,19.0,25.619686
1605601456,26.72,19.0,25.619686
1605601457,26.715,19.0,25.619686
1605601458,26.71,19.0,25.619686
1605601459,26.705,18.75,21.935802
1605601460,26.7,18.75,21.935802
1605601461,26.695,19.0,25.619686
1605601462,26.69,19.0,25.619686
1605601463,26.685000000000002,19.25,25.619686
1605601464,26.68,19.25,25.619686
1605601465,26.675,19.25,25.619686
1605601466,26.67,19.25,25.619686
1605601467,26.665,19.25,25.619686
1605601468,26.66,19.25,25.619686
1605601469,26.655,19.5,25.619686
1605601470,26.65,19.5,25.619686
1605601471,26.645,19.0,25.619686
1605601472,26.64,19.0,25.619686
1605601473,26.635,19.0,25.619686
1605601474,26.630000000000003,19.25,25.619686
1605601475,26.625,19.0,25.619686
1605601476,26.62,19.0,25.619686
1605601477,26.615000000000002,19.0,25.619686
1605601478,26.61,19.25,25.619686
1605601479,26.605,19.25,25.619686
1605601480,26.6,19.25,25.619686
1605601481,26.595,19.5,25.619686
1605601482,26.59,19.25,25.619686
1605601483,26.585,19.0,25.619686
1605601484,26.58,19.25,25.619686
1605601485,26.575,19.25,25.619686
1605601486,26.57,19.25,25.619686
1605601487,26.565,19.25,25.619686
1605601488,26.560000000000002,19.75,25.619686
1605601489,26.555,19.75,25.619686
1605601490,26.55,19.75,25.619686
1605601491,26.545,20.0,24.84147
1605601492,26.54,20.0,24.84147
1605601493,26.535,20.0,24.84147
1605601494,26.53,19.75,25.619686
1605601495,26.525,19.75,25.619686
1605601496,26.52,19.5,25.619686
1605601497,26.515,19.25,25.619686
1605601498,26.51,19.25,25.619686
1605601499,26.505000000000003,19.25,25.619686
1605601500,26.5,19.25,25.619686
1605601501,26.495,19.0,25.619686
1605601502,26.490000000000002,19.0,25.619686
1605601503,26.485,19.0,25.619686
1605601504,26.48,19.25,25.619686
1605601505,26.475,19.5,25.619686
1605601506,26.47,19.5,25.619686
1605601507,26.465,19.5,25.619686
1605601508,26.46,19.25,25.619686
1605601509,26.455,19.25,25.619686
1605601510,26.45,19.3125,25.619686
1605601511,26.445,19.375,25.619686
1605601512,26.44,19.4375,25.619686
1605601513,26.435000000000002,19.5,25.619686
1605601514,26.43,19.5625,25.619686
1605601515,26.425,19.625,25.619686
1605601516,26.42,19.6875,25.619686
1605601517,26.415,19.75,25.619686
1605601518,26.41,19.75,25.619686
1605601519,26.405,20.0,24.84147
1605601520,26.4,20.0,24.84147
1605601521,26.395,20.0,24.84147
1605601522,26.39,20.0,24.84147
1605601523,26.385,20.25,24.84147
1605601524,26.380000000000003,20.5,24.84147
1605601525,26.375,20.25,24.84147
1605601526,26.37,20.5,24.84147
1605601527,26.365000000000002,20.5,24.84147
1605601528,26.36,20.5,24.84147
1605601529,26.355,20.0,24.84147
1605601530,26.35,19.75,25.619686
1605601531,26.345,19.75,25.619686
1605601532,26.34,19.5,25.619686
1605601533,26.335,19.25,25.619686
1605601534,26.33,19.25,25.619686
1605601535,26.325,19.25,25.619686
1605601536,26.32,19.0,25.619686
1605601537,26.315,19.25,25.619686
1605601538,26.310000000000002,19.0,25.619686
1605601539,26.305,19.0,25.619686
1605601540,26.3,19.0,25.619686
1605601541,26.295,19.25,25.619686
1605601542,26.29,19.25,25.619686
1605601543,26.285,19.25,25.619686
1605601544,26.28,19.75,25.619686
1605601545,26.275,19.5,25.619686
1605601546,26.27,19.5,25.619686
1605601547,26.265,19.5,25.619686
1605601548,26.26,19.5,25.619686
1605601549,26.255000000000003,19.5,25.619686
1605601550,26.25,19.5,25.619686
1605601551,26.245,19.25,25.619686
1605601552,26.240000000000002,19.0,25.619686
1605601553,26.235,18.75,21.935802
1605601554,26.23,18.75,21.935802
1605601555,26.225,18.75,21.935802
1605601556,26.22,19.0,25.619686
1605601557,26.215,19.0,25.619686
1605601558,26.21,18.75,21.935802
1605601559,26.205,19.0,25.619686
1605601560,26.2,19.0,25.619686
1605601561,26.195,19.5,25.619686
1605601562,26.19,19.5,25.619686
1605601563,26.185000000000002,19.5,25.619686
1605601564,26.18,19.75,25.619686
1605601565,26.175,19.75,25.619686
1605601566,26.17,19.75,25.619686
1605601567,26.165,19.75,25.619686
1605601568,26.16,19.75,25.619686
