fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.005952380952380952,0.0287263635545969
0.0,0.02976190476190476,0.015534606762230396
0.006779661016949152,0.02976190476190476,0.014725680463016033
0.006779661016949152,0.047619047619047616,0.01326296478509903
0.010169491525423728,0.047619047619047616,0.013188212178647518
0.010169491525423728,0.05357142857142857,0.012689801864326
0.01694915254237288,0.06547619047619048,0.011979924514889717
0.01694915254237288,0.09523809523809523,0.009458032436668873
0.020338983050847456,0.09523809523809523,0.009116724133491516
0.020338983050847456,0.10119047619047619,0.009056946262717247
0.023728813559322035,0.10119047619047619,0.008846092037856579
0.023728813559322035,0.13095238095238096,0.0077027492225170135
0.03728813559322034,0.13095238095238096,0.007335252594202757
0.03728813559322034,0.14285714285714285,0.006553358398377895
0.05084745762711865,0.14285714285714285,0.006150093395262957
0.05084745762711865,0.1488095238095238,0.006132300477474928
0.05423728813559322,0.1488095238095238,0.006122245453298092
0.05423728813559322,0.17857142857142858,0.005318227224051952
0.0576271186440678,0.17857142857142858,0.00520070968195796
0.0576271186440678,0.19047619047619047,0.004978541750460863
0.061016949152542375,0.19047619047619047,0.004798499867320061
0.061016949152542375,0.19642857142857142,0.004663197789341211
0.0711864406779661,0.19642857142857142,0.004307698458433151
0.0711864406779661,0.20833333333333334,0.0042858910746872425
0.07457627118644068,0.20833333333333334,0.004081397783011198
0.07457627118644068,0.23214285714285715,0.0039802188985049725
0.07796610169491526,0.23214285714285715,0.003942850511521101
0.07796610169491526,0.23809523809523808,0.0038300713058561087
0.08135593220338982,0.23809523809523808,0.003824864747002721
0.08135593220338982,0.24404761904761904,0.0035646348260343075
0.08813559322033898,0.24404761904761904,0.0034996536560356617
0.08813559322033898,0.25,0.0034811098594218493
0.09152542372881356,0.25,0.0034671544563025236
0.09152542372881356,0.25595238095238093,0.0033939029090106487
0.09491525423728814,0.25595238095238093,0.0033847028389573097
0.09491525423728814,0.26785714285714285,0.0033508138731122017
0.1016949152542373,0.26785714285714285,0.003228834830224514
0.1016949152542373,0.27976190476190477,0.0031765680760145187
0.12203389830508475,0.27976190476190477,0.002864442067220807
0.12203389830508475,0.2916666666666667,0.002721872879192233
0.1288135593220339,0.2916666666666667,0.002710058121010661
0.1288135593220339,0.2976190476190476,0.0026402913499623537
0.13220338983050847,0.2976190476190476,0.0025828382931649685
0.13220338983050847,0.30357142857142855,0.002565715927630663
0.1423728813559322,0.30357142857142855,0.0025507560931146145
0.1423728813559322,0.30952380952380953,0.002528300741687417
0.14576271186440679,0.31547619047619047,0.002517957240343094
0.14915254237288136,0.31547619047619047,0.002480087336152792
0.14915254237288136,0.32142857142857145,0.0024753629695624113
0.15254237288135594,0.32142857142857145,0.0024726593401283026
0.15254237288135594,0.3273809523809524,0.0024430635385215282
0.15593220338983052,0.3273809523809524,0.002428764710202813
0.15593220338983052,0.3333333333333333,0.0024002683348953724
0.15932203389830507,0.3333333333333333,0.0023981118574738503
0.15932203389830507,0.3392857142857143,0.0023914978373795748
0.16271186440677965,0.3392857142857143,0.002390035195276141
0.16271186440677965,0.34523809523809523,0.0023639306891709566
0.17288135593220338,0.34523809523809523,0.0022648803424090147
0.17288135593220338,0.35119047619047616,0.002250826684758067
0.17966101694915254,0.35119047619047616,0.0022288800682872534
0.17966101694915254,0.35714285714285715,0.0022004556376487017
0.20677966101694914,0.35714285714285715,0.00204154453240335
0.20677966101694914,0.3630952380952381,0.002033888828009367
0.22033898305084745,0.3630952380952381,0.001972394995391369
0.22372881355932203,0.36904761904761907,0.001967314863577485
0.2440677966101695,0.36904761904761907,0.001830395543947816
0.2440677966101695,0.375,0.001784902298822999
0.24745762711864408,0.375,0.0017751099076122046
0.25084745762711863,0.38095238095238093,0.0017490489408373833
0.2542372881355932,0.38095238095238093,0.0017448891885578632
0.2542372881355932,0.40476190476190477,0.0017036687349900603
0.2576271186440678,0.4107142857142857,0.0017012421740218997
0.2677966101694915,0.4107142857142857,0.001690237084403634
0.2677966101694915,0.4166666666666667,0.0016738775884732604
0.2711864406779661,0.4166666666666667,0.0016720819985494018
0.2711864406779661,0.4226190476190476,0.001640808186493814
0.2983050847457627,0.4226190476190476,0.0015815841034054756
0.2983050847457627,0.42857142857142855,0.0015730494633316994
0.3050847457627119,0.42857142857142855,0.0015505870105698705
0.3050847457627119,0.43452380952380953,0.0015402936842292547
0.33559322033898303,0.43452380952380953,0.0014550299383699894
0.33559322033898303,0.4523809523809524,0.0014361572684720159
0.3389830508474576,0.4523809523809524,0.0014189973007887602
0.3389830508474576,0.4583333333333333,0.0014175790129229426
0.3525423728813559,0.4583333333333333,0.0013863653875887394
0.3525423728813559,0.4642857142857143,0.0013851370895281434
0.376271186440678,0.4642857142857143,0.0012958527076989412
0.37966101694915255,0.47023809523809523,0.0012955005513504148
0.37966101694915255,0.47619047619047616,0.0012926064664497972
0.3898305084745763,0.47619047619047616,0.0012834824156016111
0.3898305084745763,0.4880952380952381,0.0012800060212612152
0.39322033898305087,0.49404761904761907,0.0012681524967774749
0.42033898305084744,0.49404761904761907,0.0011984766460955143
0.42033898305084744,0.5,0.0011982459109276533
0.46779661016949153,0.5,0.001077600521966815
0.46779661016949153,0.5059523809523809,0.0010763800237327814
0.4745762711864407,0.5059523809523809,0.0010581513633951545
0.47796610169491527,0.5119047619047619,0.001052873325534165
0.48135593220338985,0.5119047619047619,0.0010340827284380794
0.48135593220338985,0.5238095238095238,0.0010129918809980154
0.4847457627118644,0.5238095238095238,0.0010125682456418872
0.488135593220339,0.5297619047619048,0.0010108770802617073
0.5084745762711864,0.5297619047619048,0.0009796584490686655
0.5084745762711864,0.5357142857142857,0.0009762521367520094
0.5220338983050847,0.5357142857142857,0.0009544507483951747
0.5220338983050847,0.5416666666666666,0.0009521977044641972
0.5322033898305085,0.5416666666666666,0.0009403139119967818
0.5322033898305085,0.5535714285714286,0.000934439362026751
0.5389830508474577,0.5535714285714286,0.0009127004886977375
0.5423728813559322,0.5595238095238095,0.0009120353497564793
0.5525423728813559,0.5595238095238095,0.0008949945331551135
0.5525423728813559,0.5654761904761905,0.0008900609100237489
0.5627118644067797,0.5654761904761905,0.0008796911570243537
0.5627118644067797,0.5714285714285714,0.0008790696738287807
0.5661016949152542,0.5714285714285714,0.0008731898269616067
0.5661016949152542,0.5773809523809523,0.000869670941028744
0.576271186440678,0.5773809523809523,0.0008579156710766256
0.576271186440678,0.5952380952380952,0.0008344799280166626
0.5830508474576271,0.5952380952380952,0.0008186163613572717
0.5830508474576271,0.6011904761904762,0.0008143847808241844
0.5864406779661017,0.6011904761904762,0.0007990684825927019
0.5864406779661017,0.6130952380952381,0.0007793181575834751
0.5898305084745763,0.6130952380952381,0.0007778417784720659
0.5966101694915255,0.6190476190476191,0.0007775012636557221
0.5966101694915255,0.625,0.0007741249282844365
0.6033898305084746,0.625,0.0007531400769948959
0.6033898305084746,0.6369047619047619,0.0007392875850200653
0.6135593220338983,0.6369047619047619,0.0007218215032480657
0.6135593220338983,0.6488095238095238,0.0007122321985661983
0.6237288135593221,0.6488095238095238,0.0006983390194363892
0.6237288135593221,0.6547619047619048,0.000697716954164207
0.6271186440677966,0.6547619047619048,0.0006857268163003027
0.6271186440677966,0.6607142857142857,0.000683203455992043
0.6338983050847458,0.6607142857142857,0.000677273259498179
0.6372881355932203,0.6666666666666666,0.0006726739811711013
0.6372881355932203,0.6845238095238095,0.0006562225171364844
0.6508474576271186,0.6845238095238095,0.000644377083517611
0.6542372881355932,0.6904761904761905,0.0006395201198756695
0.6610169491525424,0.6904761904761905,0.0006356596713885665
0.6610169491525424,0.6964285714285714,0.0006287229480221868
0.6644067796610169,0.6964285714285714,0.0006264887051656842
0.6677966101694915,0.7023809523809523,0.0006259582005441189
0.6711864406779661,0.7023809523809523,0.0006230275612324476
0.6711864406779661,0.7083333333333334,0.0006107413792051375
0.6983050847457627,0.7083333333333334,0.0005678535089828074
0.7016949152542373,0.7142857142857143,0.0005656288703903556
0.7016949152542373,0.7261904761904762,0.0005533447256311774
0.7050847457627119,0.7261904761904762,0.000552016485016793
0.7050847457627119,0.7321428571428571,0.0005462020053528249
0.711864406779661,0.7321428571428571,0.0005420091329142451
0.711864406779661,0.7380952380952381,0.0005399343790486455
0.7152542372881356,0.7380952380952381,0.0005352060543373227
0.7152542372881356,0.7440476190476191,0.0005336251342669129
0.7220338983050848,0.7440476190476191,0.0005287532112561166
0.7220338983050848,0.75,0.0005270057590678334
0.7254237288135593,0.7559523809523809,0.0005254353163763881
0.7288135593220338,0.7559523809523809,0.000523871392942965
0.7288135593220338,0.7619047619047619,0.0005164032336324453
0.7423728813559322,0.7619047619047619,0.000497066299431026
0.7423728813559322,0.7678571428571429,0.0004969174042344093
0.7457627118644068,0.7678571428571429,0.0004965428379364312
0.7457627118644068,0.7797619047619048,0.00049015594413504
0.7593220338983051,0.7797619047619048,0.0004654435033444315
0.7593220338983051,0.7976190476190477,0.00045636750292032957
0.7627118644067796,0.8035714285714286,0.00045314632006920874
0.7627118644067796,0.8095238095238095,0.00045247445814311504
0.7694915254237288,0.8095238095238095,0.0004408230888657272
0.7694915254237288,0.8214285714285714,0.0004400575999170542
0.7728813559322034,0.8214285714285714,0.00043093206477351487
0.7728813559322034,0.8273809523809523,0.0004268265620339662
0.7796610169491526,0.8273809523809523,0.00042186680366285145
0.7796610169491526,0.8511904761904762,0.00039936721441335976
0.7898305084745763,0.8511904761904762,0.00037299218820407987
0.7898305084745763,0.8571428571428571,0.00037215155316516757
0.8,0.8571428571428571,0.0003573019348550588
0.8033898305084746,0.8630952380952381,0.00035687454510480165
0.8033898305084746,0.875,0.0003535803407430649
0.823728813559322,0.875,0.00034461490577086806
0.823728813559322,0.8809523809523809,0.0003442940069362521
0.8305084745762712,0.8809523809523809,0.00032824446680024266
0.8305084745762712,0.8869047619047619,0.0003277100913692266
0.8338983050847457,0.8869047619047619,0.00031994192977435887
0.8338983050847457,0.8928571428571429,0.0003196323523297906
0.8372881355932204,0.8928571428571429,0.0003174414159730077
0.8372881355932204,0.9107142857142857,0.0003039344446733594
0.8711864406779661,0.9107142857142857,0.00024901851429603994
0.8711864406779661,0.9166666666666666,0.0002459093229845166
0.8745762711864407,0.9166666666666666,0.00023780984338372946
0.8745762711864407,0.9226190476190477,0.00023228903592098504
0.8779661016949153,0.9226190476190477,0.00023214390967041254
0.8779661016949153,0.9285714285714286,0.00022810825612396002
0.8949152542372881,0.9285714285714286,0.0002165111363865435
0.8949152542372881,0.9464285714285714,0.00020858572679571807
0.9050847457627119,0.9464285714285714,0.0001974653423530981
0.9050847457627119,0.9523809523809523,0.00019535653700586408
0.9084745762711864,0.9523809523809523,0.00018903182353824377
0.9084745762711864,0.9642857142857143,0.00018643710063770413
0.9186440677966101,0.9642857142857143,0.00017733666754793376
0.9186440677966101,0.9702380952380952,0.00017250316159334034
0.9457627118644067,0.9702380952380952,0.00010636529623297974
0.9457627118644067,0.9761904761904762,0.00010346416820539162
0.9491525423728814,0.9761904761904762,0.00010259952978231013
0.9525423728813559,0.9821428571428571,8.715494186617434e-05
0.9694915254237289,0.9821428571428571,6.939002923900262e-05
0.9694915254237289,0.9880952380952381,6.908861541887745e-05
0.9728813559322034,0.9880952380952381,5.9899619373027235e-05
0.9796610169491525,0.9880952380952381,5.915934161748737e-05
0.9796610169491525,0.9940476190476191,5.7421173551119864e-05
0.9966101694915255,0.9940476190476191,4.767317295772955e-05
0.9966101694915255,1.0,4.622219785233028e-05
1.0,1.0,2.8664644560194574e-05
