Dataset,Granularity,AUC,F1,Precision,Recall,Accuracy,Best_Threshold,Total Days,Normal,Anom
Fault Free,10,0.7563657407407407,0.6666666666666666,0.5172413793103449,0.9375,0.625,0.00010689486953197047,120,72,48
Fault Free,2.5,0.7667473769168685,0.6498599439775911,0.6137566137566137,0.6904761904761905,0.7300215982721382,0.0005617245915345848,463,295,168
Fault Free,20,0.789039039039039,0.6666666666666666,0.5151515151515151,0.9444444444444444,0.6909090909090909,7.81069029471837e-05,55,37,18
Fault Free,25,0.8774193548387097,0.7857142857142857,0.8461538461538461,0.7333333333333333,0.8695652173913043,0.0003194328455720097,46,31,15
Fault Free,5,0.796836268754077,0.7037037037037037,0.5757575757575758,0.9047619047619048,0.6812749003984063,0.000170245417393744,251,146,105
Fault Free,50,0.8407407407407407,0.8,1.0,0.6666666666666666,0.875,0.0002653398842085153,24,15,9
Faulty (F+A),10,0.5555555555555555,0.5732484076433121,0.41284403669724773,0.9375,0.44166666666666665,4.250570782460272e-05,120,72,48
Faulty (F+A),2.5,0.6401533494753833,0.562874251497006,0.42342342342342343,0.8392857142857143,0.5269978401727862,0.00018862834258470684,463,295,168
Faulty (F+A),20,0.5893393393393394,0.5405405405405406,0.5263157894736842,0.5555555555555556,0.6909090909090909,0.00011872929462697357,55,37,18
Faulty (F+A),25,0.7741935483870968,0.6666666666666666,0.5416666666666666,0.8666666666666667,0.717391304347826,8.137941767927259e-05,46,31,15
Faulty (F+A),5,0.6496086105675146,0.60625,0.4511627906976744,0.9238095238095239,0.49800796812749004,6.4003215811681e-05,251,146,105
Faulty (F+A),50,0.7074074074074075,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.7916666666666666,0.00010952079173875973,24,15,9
Sensor 1,10,0.5963541666666667,0.5960264900662252,0.4368932038834951,0.9375,0.49166666666666664,0.00021546236530411988,120,72,48
Sensor 1,2.5,0.5928874092009685,0.5420875420875421,0.3779342723004695,0.9583333333333334,0.41252699784017277,0.0001837836462073028,463,295,168
Sensor 1,20,0.6433933933933935,0.5454545454545454,0.6,0.5,0.7272727272727273,0.000609025766607374,55,37,18
Sensor 1,25,0.7591397849462366,0.6666666666666666,0.5714285714285714,0.8,0.7391304347826086,0.0002266815135953948,46,31,15
Sensor 1,5,0.6319960861056751,0.5898876404494382,0.41832669322709165,1.0,0.41832669322709165,3.7978597902110778e-06,251,146,105
Sensor 1,50,0.7592592592592593,0.8,1.0,0.6666666666666666,0.875,0.00023640757717657834,24,15,9
Sensor 2,10,0.623263888888889,0.6040268456375839,0.44554455445544555,0.9375,0.5083333333333333,6.586039671674371e-05,120,72,48
Sensor 2,2.5,0.5468119451170298,0.5324881141045958,0.36285097192224625,1.0,0.36285097192224625,6.0809587012045085e-05,463,295,168
Sensor 2,20,0.5225225225225225,0.4931506849315068,0.32727272727272727,1.0,0.32727272727272727,5.3276521612133365e-06,55,37,18
Sensor 2,25,0.5956989247311828,0.5128205128205128,0.4166666666666667,0.6666666666666666,0.5869565217391305,5.822625462315045e-05,46,31,15
Sensor 2,5,0.5497064579256359,0.5898876404494382,0.41832669322709165,1.0,0.41832669322709165,3.7978597902110778e-06,251,146,105
Sensor 2,50,0.6259259259259259,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,0.00014227881911210716,24,15,9
Sensor 3,10,0.5587384259259258,0.5783132530120482,0.4067796610169492,1.0,0.4166666666666667,8.360221545444801e-05,120,72,48
Sensor 3,2.5,0.5592816787732042,0.5395189003436426,0.37922705314009664,0.9345238095238095,0.42116630669546434,0.0004194570647086948,463,295,168
Sensor 3,20,0.5923423423423424,0.5714285714285714,0.42105263157894735,0.8888888888888888,0.5636363636363636,0.0002933111973106861,55,37,18
Sensor 3,25,0.6752688172043011,0.5777777777777777,0.43333333333333335,0.8666666666666667,0.5869565217391305,0.0002916951198130846,46,31,15
Sensor 3,5,0.6204174820613177,0.6092307692307692,0.45,0.9428571428571428,0.4940239043824701,0.0003693967591971159,251,146,105
Sensor 3,50,0.7814814814814814,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.0003351463528815657,24,15,9
Sensor 4,10,0.5431134259259259,0.5818181818181818,0.41025641025641024,1.0,0.425,9.510755626251921e-05,120,72,48
Sensor 4,2.5,0.5655669895076675,0.5361842105263158,0.3704545454545455,0.9702380952380952,0.39092872570194387,0.00018652186554390937,463,295,168
Sensor 4,20,0.6891891891891893,0.5925925925925926,0.4444444444444444,0.8888888888888888,0.6,0.00017425687110517174,55,37,18
Sensor 4,25,0.6258064516129033,0.5217391304347826,0.3870967741935484,0.8,0.5217391304347826,0.00014854682376608253,46,31,15
Sensor 4,5,0.5653294194390085,0.5934718100890207,0.43103448275862066,0.9523809523809523,0.4541832669322709,0.00011584407184273005,251,146,105
Sensor 4,50,0.5592592592592592,0.5806451612903226,0.4090909090909091,1.0,0.4583333333333333,5.567034531850368e-05,24,15,9
