granularity,time_frame,data_type,sensor,r2,rmse,pearson_r,n_points
25,TF_0,fault_free_fa,pm25_fa,0.5115036051911381,11.225006019145459,0.7151948225692335,644102
25,TF_0,faulty_fa,pm25_fa,0.11675065407778784,15.093764281542741,0.49302379883699987,644102
25,TF_0,faulty_raw,pm25_0,-0.07819761360091637,16.67650677499607,0.3215163230685157,644102
25,TF_0,faulty_raw,pm25_1,-2.1822343550351464,28.64982550018086,,644102
25,TF_0,faulty_raw,pm25_2,0.08525004765258959,15.360561761922694,0.4332846579728951,644102
25,TF_0,faulty_raw,pm25_3,-0.4056475081506017,19.04119122870223,0.23113309353511247,644102
25,TF_2,fault_free_fa,pm25_fa,0.8671723242628673,6.736298505428218,0.931220879386514,648000
25,TF_2,faulty_fa,pm25_fa,0.511909756494781,12.912998496103286,0.7243069510792834,648000
25,TF_2,faulty_raw,pm25_0,0.3294760501251226,15.135061307403072,0.7357105452758022,648000
25,TF_2,faulty_raw,pm25_1,-2.205779408039237,33.09358790806384,,648000
25,TF_2,faulty_raw,pm25_2,0.13383112228312966,17.201975496046238,0.5580162358977526,648000
25,TF_2,faulty_raw,pm25_3,-0.2350314539267182,20.54073815239084,0.3268973735937316,648000
25,TF_3,fault_free_fa,pm25_fa,0.6534141542731962,9.21508421550607,0.8083403771428073,644401
25,TF_3,faulty_fa,pm25_fa,0.04546439391854906,15.292904053864293,0.49988857158579697,644401
25,TF_3,faulty_raw,pm25_0,-0.11122572298595723,16.500421574712412,0.4356883724346977,644401
25,TF_3,faulty_raw,pm25_1,-4.515810530566992,36.76195229094324,,644401
25,TF_3,faulty_raw,pm25_2,-0.09941605295178713,16.412507375261427,0.36761605254958485,644401
25,TF_3,faulty_raw,pm25_3,-0.3741926499153254,18.34922423410206,0.4420754345943102,644401
25,TF_1,fault_free_fa,pm25_fa,0.6707165713372987,9.854148235558519,0.8189728835679216,648000
25,TF_1,faulty_fa,pm25_fa,0.1341534041199861,15.979185203544326,0.43192949897676336,648000
25,TF_1,faulty_raw,pm25_0,-0.003522189095294115,17.202740705088324,0.4542426507946867,648000
25,TF_1,faulty_raw,pm25_1,-3.37926681788412,35.93642383640209,,648000
25,TF_1,faulty_raw,pm25_2,-0.4420344279812949,20.62158145726809,0.2424602964698647,648000
25,TF_1,faulty_raw,pm25_3,-1.9660772435013367,29.575042807043264,-0.11943653715980318,648000
2.5,TF_7,fault_free_fa,pm25_fa,0.6105565703242348,10.330904506085291,0.7813812680977947,64800
2.5,TF_7,faulty_fa,pm25_fa,-0.06723277642947223,17.101953996569595,0.3351475299766301,64800
2.5,TF_7,faulty_raw,pm25_0,-0.3989221062801398,19.58001062317578,0.15855697424686527,64800
2.5,TF_7,faulty_raw,pm25_1,-1.5830792867943502,26.606333163210966,,64800
2.5,TF_7,faulty_raw,pm25_2,-0.2086688389396072,18.199934262284284,0.2921464063970913,64800
2.5,TF_7,faulty_raw,pm25_3,-0.809785727248179,22.270488122694204,-0.09530878500344553,64800
2.5,TF_12,fault_free_fa,pm25_fa,0.77303719468079,6.178243538244476,0.8792254135837455,64800
2.5,TF_12,faulty_fa,pm25_fa,-0.08631010606747935,13.516510562867001,0.34896113255066097,64800
2.5,TF_12,faulty_raw,pm25_0,-0.14029182775118199,13.84827515708781,0.36757297428123503,64800
2.5,TF_12,faulty_raw,pm25_1,-3.4858347033772077,27.466878816871453,,64800
2.5,TF_12,faulty_raw,pm25_2,-0.7204061961006083,17.009955490984925,0.17993489858247486,64800
2.5,TF_12,faulty_raw,pm25_3,-2.247558977289726,23.370403009652254,-0.20185178643914217,64800
2.5,TF_26,fault_free_fa,pm25_fa,0.8900037843542578,5.870165892176791,0.9434001257410544,64800
2.5,TF_26,faulty_fa,pm25_fa,0.4437074458785646,13.201191354410312,0.670317770639426,64800
2.5,TF_26,faulty_raw,pm25_0,0.25150468998490283,15.31285057086025,0.662977543961427,64800
2.5,TF_26,faulty_raw,pm25_1,-2.6365202409542405,33.75238819961765,,64800
2.5,TF_26,faulty_raw,pm25_2,-0.046152740489529664,18.103354311102468,0.48373930612522154,64800
2.5,TF_26,faulty_raw,pm25_3,-0.5686197300164288,22.167684891006495,0.1839899613738126,64800
2.5,TF_25,fault_free_fa,pm25_fa,0.9236147915721302,4.767155895634636,0.9610488019023689,64800
2.5,TF_25,faulty_fa,pm25_fa,0.5889162690322503,11.059102039860417,0.768090256067419,64800
2.5,TF_25,faulty_raw,pm25_0,0.20306730011474838,15.398043567221132,0.6940759069131496,64800
2.5,TF_25,faulty_raw,pm25_1,-2.9602192675020786,34.32529960850424,,64800
2.5,TF_25,faulty_raw,pm25_2,0.1268120584220338,16.117904762312907,0.611085329889319,64800
2.5,TF_25,faulty_raw,pm25_3,-0.5288270720645845,21.32720299861991,0.2512892863173819,64800
2.5,TF_21,fault_free_fa,pm25_fa,0.8850298014091506,6.881552728490648,0.9407602320202038,64800
2.5,TF_21,faulty_fa,pm25_fa,0.5601629101455367,13.45983467871158,0.753124165542369,64800
2.5,TF_21,faulty_raw,pm25_0,0.4646882437418892,14.848999471096068,0.8077014636487654,64800
2.5,TF_21,faulty_raw,pm25_1,-1.8133559712251754,34.04130058357072,,64800
2.5,TF_21,faulty_raw,pm25_2,-0.28744042896209665,23.02806107616269,0.4894556054949497,64800
2.5,TF_21,faulty_raw,pm25_3,-0.20133453064253248,22.24466047300551,0.3421241698710607,64800
2.5,TF_28,fault_free_fa,pm25_fa,0.846517549673274,6.865155338546299,0.920063887053463,64800
2.5,TF_28,faulty_fa,pm25_fa,0.25369397878412625,15.138382672269627,0.5609886301555856,64800
2.5,TF_28,faulty_raw,pm25_0,0.01146102274421168,17.42279815952647,0.6050998092072036,64800
2.5,TF_28,faulty_raw,pm25_1,-3.4770472746282666,37.078046658702114,,64800
2.5,TF_28,faulty_raw,pm25_2,0.24128363715729584,15.263731985009464,0.5981058201671542,64800
2.5,TF_28,faulty_raw,pm25_3,-0.43127724906681175,20.96442186981545,0.32171194371782225,64800
2.5,TF_1,fault_free_fa,pm25_fa,0.8543628561686706,6.101298342079724,0.9243175305514647,63360
2.5,TF_1,faulty_fa,pm25_fa,-0.10475000740232798,16.804213539263063,0.45103117949336075,63360
2.5,TF_1,faulty_raw,pm25_0,-0.37535811795797724,18.74968961330488,0.06892317343270635,63360
2.5,TF_1,faulty_raw,pm25_1,-0.6370017196313773,20.455530774415173,,63360
2.5,TF_1,faulty_raw,pm25_2,-0.23953192424782488,17.799796754753654,0.23378739932217205,63360
2.5,TF_1,faulty_raw,pm25_3,-0.3512754264172053,18.584809962553965,0.27761356126880926,63360
2.5,TF_6,fault_free_fa,pm25_fa,0.568101008199163,11.461114094079488,0.7537248618361536,64800
2.5,TF_6,faulty_fa,pm25_fa,0.017577951369233236,17.285613224797277,0.3639724734934719,64800
2.5,TF_6,faulty_raw,pm25_0,-0.16360285418416187,18.812136863571084,0.22086148765805122,64800
2.5,TF_6,faulty_raw,pm25_1,-1.3632534238340241,26.809634218395267,,64800
2.5,TF_6,faulty_raw,pm25_2,-0.33003575127634766,20.11256210897019,0.15255854129297222,64800
