timestamp,pm25_0,pm25_1,pm25_2,pm25_3,pm25,pm25_0_calibrated,pm25_1_calibrated,pm25_2_calibrated,pm25_3_calibrated,pm25_calibrated
1604246407,75,0,101,49,75.0,41.859801705934906,3.5825451485361697,55.12925064583313,28.590352766036677,41.859801705934906
1604246408,75,0,100,49,74.83333333333333,41.859801705934906,3.5825451485361697,54.618887225067816,28.590352766036677,41.77474113580735
1604246409,75,0,99,49,74.66666666666667,41.859801705934906,3.5825451485361697,54.1085238043025,28.590352766036677,41.6896805656798
1604246410,75,0,97,49,74.41666666666667,41.859801705934906,3.5825451485361697,53.08779696277187,28.590352766036677,41.56208971048847
1604246411,75,0,96,49,74.2,41.859801705934906,3.5825451485361697,52.57743354200655,28.590352766036677,41.451510969322655
1604246412,75,0,96,49,74.05555555555556,41.859801705934906,3.5825451485361697,52.57743354200655,28.590352766036677,41.37779180854544
1604246413,74,0,92,49,73.71428571428572,41.34943828516959,3.5825451485361697,50.53597985894529,28.590352766036677,41.203620164950934
1604246414,74,0,91,49,73.41666666666667,41.34943828516959,3.5825451485361697,50.02561643817997,28.590352766036677,41.051726289723156
1604246415,73,0,89,48,73.03703703703704,40.839074864404274,3.5825451485361697,49.004889596649335,28.07998934527136,40.857977213321504
1604246416,73,0,88,48,72.7,40.839074864404274,3.5825451485361697,48.49452617588402,28.07998934527136,40.68596583817468
1604246417,73,0,87,48,72.39393939393939,40.839074864404274,3.5825451485361697,47.9841627551187,28.07998934527136,40.52976370030408
1604246418,73,0,87,48,72.13888888888889,40.839074864404274,3.5825451485361697,47.9841627551187,28.07998934527136,40.39959525207858
1604246419,73,0,87,48,71.92307692307692,40.839074864404274,3.5825451485361697,47.9841627551187,28.07998934527136,40.289452718964704
1604246420,73,0,87,47,71.71428571428571,40.839074864404274,3.5825451485361697,47.9841627551187,27.569625924506045,40.182893323420295
1604246421,73,0,87,47,71.53333333333333,40.839074864404274,3.5825451485361697,47.9841627551187,27.569625924506045,40.090541847281806
1604246422,73,0,87,47,71.375,40.839074864404274,3.5825451485361697,47.9841627551187,27.569625924506045,40.009734305660636
1604246423,74,0,88,47,71.27450980392156,41.34943828516959,3.5825451485361697,48.49452617588402,27.569625924506045,39.95844778543666
1604246424,75,0,88,47,71.20370370370371,41.859801705934906,3.5825451485361697,48.49452617588402,27.569625924506045,39.92231094191843
1604246425,75,0,88,47,71.14035087719299,41.859801705934906,3.5825451485361697,48.49452617588402,27.569625924506045,39.889977976665264
1604246426,76,0,89,47,71.11666666666667,42.37016512670022,3.5825451485361697,49.004889596649335,27.569625924506045,39.87789042196293
1604246427,77,0,89,47,71.11111111111111,42.88052854746554,3.5825451485361697,49.004889596649335,27.569625924506045,39.87505506962535
1604246428,77,0,89,47,71.10606060606061,42.88052854746554,3.5825451485361697,49.004889596649335,27.569625924506045,39.87247747659118
1604246429,78,0,89,47,71.11594202898551,43.390891968230854,3.5825451485361697,49.004889596649335,27.569625924506045,39.87752059339716
1604246430,78,0,89,47,71.125,43.390891968230854,3.5825451485361697,49.004889596649335,27.569625924506045,39.88214345046931
1604246431,78,0,89,46,71.12,43.390891968230854,3.5825451485361697,49.004889596649335,27.05926250374073,39.87959163336548
1604246432,78,0,88,46,71.1025641025641,43.390891968230854,3.5825451485361697,48.49452617588402,27.05926250374073,39.87069298910598
1604246433,78,0,88,46,71.08641975308642,43.390891968230854,3.5825451485361697,48.49452617588402,27.05926250374073,39.86245350368052
1604246434,78,0,87,45,71.04761904761904,43.390891968230854,3.5825451485361697,47.9841627551187,26.54889908297541,39.84265104291008
1604246435,77,0,86,45,70.98850574712644,42.88052854746554,3.5825451485361697,47.47379933435339,26.54889908297541,39.81248177665795
1604246436,77,0,86,45,70.93333333333334,42.88052854746554,3.5825451485361697,47.47379933435339,26.54889908297541,39.78432379482262
1604246437,76,0,85,44,70.71111111111111,42.37016512670022,3.5825451485361697,46.96343591358807,26.038535662210094,39.67090970131922
1604246438,75,0,84,44,70.47777777777777,41.859801705934906,3.5825451485361697,46.453072492822756,26.038535662210094,39.55182490314064
1604246439,74,0,83,44,70.23333333333333,41.34943828516959,3.5825451485361697,45.94270907205744,26.038535662210094,39.427069400286896
1604246440,73,0,83,43,69.98888888888888,40.839074864404274,3.5825451485361697,45.94270907205744,25.52817224144478,39.30231389743315
1604246441,73,0,83,43,69.75555555555556,40.839074864404274,3.5825451485361697,45.94270907205744,25.52817224144478,39.18322909925458
1604246442,72,0,81,43,69.4888888888889,40.32871144363896,3.5825451485361697,44.92198223052681,25.52817224144478,39.0471321870505
1604246443,71,0,80,43,69.25555555555556,39.81834802287364,3.5825451485361697,44.41161880976149,25.52817224144478,38.928047388871924
1604246444,71,0,80,43,69.03333333333333,39.81834802287364,3.5825451485361697,44.41161880976149,25.52817224144478,38.814633295368516
1604246445,70,0,79,43,68.83333333333333,39.30798460210833,3.5825451485361697,43.90125538899617,25.52817224144478,38.71256061121545
1604246446,70,0,79,43,68.64444444444445,39.30798460210833,3.5825451485361697,43.90125538899617,25.52817224144478,38.61615863173756
1604246447,71,0,79,43,68.47777777777777,39.81834802287364,3.5825451485361697,43.90125538899617,25.52817224144478,38.53109806161001
1604246448,71,0,79,43,68.31111111111112,39.81834802287364,3.5825451485361697,43.90125538899617,25.52817224144478,38.44603749148246
1604246449,71,0,79,44,68.15555555555555,39.81834802287364,3.5825451485361697,43.90125538899617,26.038535662210094,38.36664762603007
1604246450,72,0,80,44,68.03333333333335,40.32871144363896,3.5825451485361697,44.41161880976149,26.038535662210094,38.30426987460321
1604246451,73,0,80,44,67.92222222222223,40.839074864404274,3.5825451485361697,44.41161880976149,26.038535662210094,38.2475628278515
1604246452,73,0,80,45,67.82222222222222,40.839074864404274,3.5825451485361697,44.41161880976149,26.54889908297541,38.19652648577497
1604246453,74,0,82,45,67.73333333333333,41.34943828516959,3.5825451485361697,45.432345651292124,26.54889908297541,38.15116084837361
1604246454,74,0,83,45,67.64444444444445,41.34943828516959,3.5825451485361697,45.94270907205744,26.54889908297541,38.105795210972246
1604246455,75,0,84,46,67.58888888888889,41.859801705934906,3.5825451485361697,46.453072492822756,27.05926250374073,38.07744168759639
1604246456,75,0,86,46,67.53333333333333,41.859801705934906,3.5825451485361697,47.47379933435339,27.05926250374073,38.04908816422054
1604246457,75,0,87,47,67.48888888888888,41.859801705934906,3.5825451485361697,47.9841627551187,27.569625924506045,38.026405345519855
1604246458,75,0,88,48,67.46666666666667,41.859801705934906,3.5825451485361697,48.49452617588402,28.07998934527136,38.015063936169526
1604246459,75,0,90,48,67.45555555555556,41.859801705934906,3.5825451485361697,49.51525301741465,28.07998934527136,38.00939323149436
1604246460,74,0,91,48,67.44444444444446,41.34943828516959,3.5825451485361697,50.02561643817997,28.07998934527136,38.00372252681919
1604246461,74,0,92,48,67.45555555555556,41.34943828516959,3.5825451485361697,50.53597985894529,28.07998934527136,38.00939323149436
1604246462,74,0,92,48,67.47777777777777,41.34943828516959,3.5825451485361697,50.53597985894529,28.07998934527136,38.020734640844694
1604246463,74,0,95,48,67.53333333333333,41.34943828516959,3.5825451485361697,52.06707012124124,28.07998934527136,38.04908816422054
1604246464,73,0,95,48,67.6,40.839074864404274,3.5825451485361697,52.06707012124124,28.07998934527136,38.08311239227156
1604246465,72,0,96,48,67.68888888888888,40.32871144363896,3.5825451485361697,52.57743354200655,28.07998934527136,38.12847802967292
1604246466,72,0,97,47,67.77777777777777,40.32871144363896,3.5825451485361697,53.08779696277187,27.569625924506045,38.17384366707429
1604246467,71,0,97,47,67.8888888888889,39.81834802287364,3.5825451485361697,53.08779696277187,27.569625924506045,38.23055071382599
1604246468,70,0,97,47,68.0111111111111,39.30798460210833,3.5825451485361697,53.08779696277187,27.569625924506045,38.29292846525286
1604246469,70,0,97,47,68.15555555555555,39.30798460210833,3.5825451485361697,53.08779696277187,27.569625924506045,38.36664762603007
1604246470,69,0,97,46,68.3,38.797621181343004,3.5825451485361697,53.08779696277187,27.05926250374073,38.44036678680728
1604246471,69,0,96,45,68.42222222222222,38.797621181343004,3.5825451485361697,52.57743354200655,26.54889908297541,38.502744538234154
