Dataset,Granularity,AUC,F1,Precision,Recall,Accuracy,Best_Threshold,Total Days,Normal,Anom
Fault Free,10,0.7533275462962963,0.676923076923077,0.5365853658536586,0.9166666666666666,0.65,0.00011644818005152047,120,72,48
Fault Free,2.5,0.7482949959644873,0.6132075471698113,0.5078125,0.7738095238095238,0.6457883369330454,0.00039790969458408654,463,295,168
Fault Free,20,0.7815315315315315,0.65,0.5909090909090909,0.7222222222222222,0.7454545454545455,0.0001426703092874959,55,37,18
Fault Free,25,0.932258064516129,0.9285714285714286,1.0,0.8666666666666667,0.9565217391304348,0.00018815379007719457,46,31,15
Fault Free,5,0.8084148727984345,0.7158671586715867,0.5843373493975904,0.9238095238095239,0.6932270916334662,0.0002210414968430996,251,146,105
Fault Free,50,0.8444444444444444,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8333333333333334,0.00023356048041023314,24,15,9
Faulty (F+A),10,0.6245659722222222,0.6040268456375839,0.44554455445544555,0.9375,0.5083333333333333,4.595582504407503e-05,120,72,48
Faulty (F+A),2.5,0.6294390637610977,0.5532646048109966,0.3888888888888889,0.9583333333333334,0.43844492440604754,0.00011764065857278183,463,295,168
Faulty (F+A),20,0.6118618618618619,0.5538461538461539,0.3829787234042553,1.0,0.4727272727272727,3.5254706745035946e-05,55,37,18
Faulty (F+A),25,0.8806451612903226,0.7428571428571429,0.65,0.8666666666666667,0.8043478260869565,7.918319897726178e-05,46,31,15
Faulty (F+A),5,0.6893672537508154,0.6344827586206897,0.4972972972972973,0.8761904761904762,0.5776892430278885,0.00011743942013708875,251,146,105
Faulty (F+A),50,0.6814814814814814,0.6666666666666666,0.5833333333333334,0.7777777777777778,0.7083333333333334,5.499947292264551e-05,24,15,9
Sensor 1,10,0.65234375,0.6122448979591837,0.45454545454545453,0.9375,0.525,0.00022274009825196117,120,72,48
Sensor 1,2.5,0.5816283292978208,0.5376344086021505,0.38461538461538464,0.8928571428571429,0.4427645788336933,0.0003531965776346624,463,295,168
Sensor 1,20,0.6388888888888888,0.5625,0.6428571428571429,0.5,0.7454545454545455,0.0006158794858492911,55,37,18
Sensor 1,25,0.8354838709677419,0.75,0.7058823529411765,0.8,0.8260869565217391,0.00022731500212103128,46,31,15
Sensor 1,5,0.6433789954337898,0.5941176470588235,0.4297872340425532,0.9619047619047619,0.450199203187251,0.00018461908621247858,251,146,105
Sensor 1,50,0.7037037037037037,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.00028184917755424976,24,15,9
Sensor 2,10,0.6630497685185186,0.6040268456375839,0.44554455445544555,0.9375,0.5083333333333333,2.1225425371085294e-05,120,72,48
Sensor 2,2.5,0.5040859564164648,0.5359477124183006,0.36936936936936937,0.9761904761904762,0.38660907127429806,9.546088404022157e-05,463,295,168
Sensor 2,20,0.5345345345345345,0.5079365079365079,0.35555555555555557,0.8888888888888888,0.43636363636363634,2.71079898084281e-05,55,37,18
Sensor 2,25,0.5268817204301075,0.5098039215686274,0.3611111111111111,0.8666666666666667,0.45652173913043476,1.546248677186668e-05,46,31,15
Sensor 2,5,0.5768427919112851,0.5994236311239193,0.4297520661157025,0.9904761904761905,0.44621513944223107,2.6435523977852426e-05,251,146,105
Sensor 2,50,0.6,0.5454545454545454,0.46153846153846156,0.6666666666666666,0.5833333333333334,5.204360422794707e-05,24,15,9
Sensor 3,10,0.5577256944444444,0.5806451612903226,0.4205607476635514,0.9375,0.4583333333333333,0.00020771703566424549,120,72,48
Sensor 3,2.5,0.5478510895883777,0.542314335060449,0.3819951338199513,0.9345238095238095,0.42764578833693306,0.00042502087308093905,463,295,168
Sensor 3,20,0.5713213213213213,0.5423728813559322,0.3902439024390244,0.8888888888888888,0.509090909090909,0.0002891574695240706,55,37,18
Sensor 3,25,0.7559139784946237,0.6222222222222222,0.4666666666666667,0.9333333333333333,0.6304347826086957,0.00021345166896935552,46,31,15
Sensor 3,5,0.651402478799739,0.635036496350365,0.514792899408284,0.8285714285714286,0.601593625498008,0.001039348542690277,251,146,105
Sensor 3,50,0.711111111111111,0.6666666666666666,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.0003738835221156478,24,15,9
Sensor 4,10,0.5870949074074074,0.5897435897435898,0.42592592592592593,0.9583333333333334,0.4666666666666667,0.00014270290557760745,120,72,48
Sensor 4,2.5,0.5651432606941081,0.5358851674641149,0.3660130718954248,1.0,0.3714902807775378,0.00013287302863318473,463,295,168
Sensor 4,20,0.6238738738738738,0.5818181818181818,0.43243243243243246,0.8888888888888888,0.5818181818181818,0.00017234876577276736,55,37,18
Sensor 4,25,0.7236559139784946,0.6086956521739131,0.45161290322580644,0.9333333333333333,0.6086956521739131,0.00010346330964239314,46,31,15
Sensor 4,5,0.6260600130463144,0.5963636363636363,0.4823529411764706,0.780952380952381,0.5577689243027888,0.0004410774272400886,251,146,105
Sensor 4,50,0.6370370370370371,0.5882352941176471,0.625,0.5555555555555556,0.7083333333333334,0.00016848917584866285,24,15,9
