timestamp,pm25_0,pm25_1,pm25_2,pm25_3,temperature,humidity
1604372400,52.5,0.0,64.25,46.75,21.9,50.1
1604372401,52.57142857142857,0.0,64.21428571428571,46.785714285714285,21.9,50.1
1604372402,52.642857142857146,0.0,64.17857142857143,46.82142857142857,21.9,50.1
1604372403,52.71428571428572,0.0,64.14285714285714,46.85714285714285,21.9,50.1
1604372404,52.785714285714285,0.0,64.10714285714286,46.892857142857146,21.9,50.1
1604372405,52.85714285714285,0.0,64.07142857142857,46.92857142857143,21.9,50.1
1604372406,52.92857142857143,0.0,64.03571428571429,46.96428571428572,21.9,50.1
1604372407,53.0,0.0,64.0,47.0,21.9,50.1
1604372408,52.0,0.0,64.0,47.0,21.9,50.1
1604372409,51.0,0.0,64.0,47.0,21.9,50.1
1604372410,50.0,0.0,65.0,47.0,21.9,50.1
1604372411,50.0,0.0,65.0,47.0,21.9,50.1
1604372412,48.0,0.0,66.0,47.0,21.9,49.9
1604372413,48.0,0.0,66.0,47.0,21.9,49.9
1604372414,47.0,0.0,66.0,47.0,21.9,49.9
1604372415,47.0,0.0,67.0,47.0,21.9,49.9
1604372416,47.0,0.0,67.0,47.0,21.9,49.9
1604372417,46.0,0.0,67.0,47.0,21.9,50.0
1604372418,46.0,0.0,67.0,47.0,21.9,50.0
1604372419,45.0,0.0,66.0,47.0,21.9,50.0
1604372420,44.0,0.0,66.0,47.0,21.9,50.0
1604372421,44.0,0.0,65.0,47.0,21.9,50.0
1604372422,43.0,0.0,65.0,48.0,21.9,50.0
1604372423,43.0,0.0,65.0,48.0,21.9,50.0
1604372424,43.0,0.0,64.0,48.0,21.9,50.0
1604372425,43.0,0.0,64.0,48.0,21.9,50.0
1604372426,44.0,0.0,64.0,48.0,21.9,50.0
1604372427,44.0,0.0,64.0,49.0,21.9,50.0
1604372428,45.0,0.0,64.0,48.0,21.9,50.0
1604372429,45.0,0.0,66.0,48.0,21.9,50.0
1604372430,46.0,0.0,66.0,48.0,21.9,50.0
1604372431,47.0,0.0,66.0,48.0,21.9,50.0
1604372432,47.0,0.0,67.0,48.0,21.8,49.9
1604372433,48.0,0.0,67.0,48.0,21.8,49.9
1604372434,48.0,0.0,67.0,47.0,21.8,49.9
1604372435,48.0,0.0,68.0,47.0,21.8,49.9
1604372436,48.0,0.0,68.0,46.0,21.8,49.9
1604372437,48.0,0.0,68.0,46.0,21.9,49.9
1604372438,47.0,0.0,69.0,45.0,21.9,49.9
1604372439,47.0,0.0,69.0,45.0,21.9,49.9
1604372440,47.0,0.0,69.0,44.0,21.9,49.9
1604372441,47.0,0.0,69.0,44.0,21.9,49.9
1604372442,47.0,0.0,69.0,43.0,21.9,49.9
1604372443,47.0,0.0,70.0,42.0,21.9,49.9
1604372444,47.0,0.0,70.0,42.0,21.9,49.9
1604372445,47.0,0.0,70.0,42.0,21.9,49.9
1604372446,48.0,0.0,71.0,41.0,21.9,49.9
1604372447,48.0,0.0,70.0,41.0,21.9,49.9
1604372448,48.0,0.0,71.0,41.0,21.9,49.9
1604372449,48.0,0.0,71.0,41.0,21.9,49.9
1604372450,48.0,0.0,70.0,42.0,21.9,49.9
1604372451,48.0,0.0,69.0,42.0,21.9,49.9
1604372452,48.0,0.0,69.0,42.0,21.8,49.8
1604372453,48.0,0.0,69.0,43.0,21.8,49.8
1604372454,48.0,0.0,68.0,43.0,21.8,49.8
1604372455,48.0,0.0,67.0,43.0,21.8,49.8
1604372456,48.0,0.0,67.0,43.0,21.8,49.8
1604372457,48.0,0.0,66.0,43.0,21.9,49.9
1604372458,48.0,0.0,66.0,43.0,21.9,49.9
1604372459,48.0,0.0,66.0,43.0,21.9,49.9
1604372460,48.0,0.0,66.0,42.0,21.9,49.9
1604372461,48.0,0.0,66.0,42.0,21.9,49.9
1604372462,48.0,0.0,66.0,42.0,21.9,49.9
1604372463,47.0,0.0,67.0,42.0,21.9,49.9
1604372464,47.0,0.0,68.0,42.0,21.9,49.9
1604372465,46.0,0.0,68.0,42.0,21.9,49.9
1604372466,46.0,0.0,69.0,42.0,21.9,49.9
1604372467,45.0,0.0,70.0,42.0,21.9,49.9
1604372468,45.0,0.0,70.0,42.0,21.9,49.9
1604372469,45.0,0.0,71.0,43.0,21.9,49.9
1604372470,44.0,0.0,71.0,43.0,21.9,49.9
1604372471,44.0,0.0,71.0,43.0,21.9,49.9
1604372472,44.0,0.0,71.0,43.0,21.9,49.9
1604372473,44.0,0.0,72.0,43.0,21.9,49.9
1604372474,44.0,0.0,72.0,43.0,21.9,49.9
1604372475,44.0,0.0,73.0,44.0,21.9,49.9
1604372476,43.0,0.0,73.0,44.0,21.9,49.9
1604372477,43.0,0.0,74.0,45.0,21.9,50.0
1604372478,43.0,0.0,74.0,45.0,21.9,50.0
1604372479,43.0,0.0,75.0,47.0,21.9,50.0
1604372480,43.0,0.0,75.0,47.0,21.9,50.0
1604372481,43.0,0.0,75.0,47.0,21.9,50.0
1604372482,44.0,0.0,76.0,47.0,21.9,49.8
1604372483,44.0,0.0,76.0,47.0,21.9,49.8
1604372484,44.0,0.0,76.0,47.0,21.9,49.8
1604372485,44.0,0.0,75.0,46.0,21.9,49.8
1604372486,45.0,0.0,75.0,46.0,21.9,49.8
1604372487,45.0,0.0,75.0,46.0,21.9,49.8
1604372488,45.0,0.0,75.0,46.0,21.9,49.8
1604372489,45.0,0.0,75.0,46.0,21.9,49.8
1604372490,45.0,0.0,76.0,45.0,21.9,49.8
1604372491,46.0,0.0,76.0,45.0,21.9,49.8
1604372492,46.0,0.0,76.0,45.0,21.9,49.8
1604372493,46.0,0.0,77.0,45.0,21.9,49.8
1604372494,45.0,0.0,77.0,45.0,21.9,49.8
1604372495,45.0,0.0,77.0,46.0,21.9,49.8
1604372496,45.0,0.0,77.0,46.0,21.9,49.8
